,Unnamed: 0,SpeakerDyad,ListenerDyad,SpeakerExtract,ListenerExtract,SpeakerID,ListenerID,VideoPath,AudioPath,Condition,Modality,SpeakerSex,Duration,DisplayedDyad
170,511,26,27,5,6,M8,F7,./stim/processed_extracts/fake_ad/28\26_5_27_6_vv.mov,./stim/processed_extracts/audio/28/26_5_27_6_audio.wav,fake_ad,vv,M,7,28
152,457,4,1,5,4,F2,M1,./stim/processed_extracts/fake_ad/3\1_4_4_5_vv.mov,./stim/processed_extracts/audio/3/1_4_4_5_audio.wav,fake_ad,vv,F,15,3
157,472,4,8,8,6,F2,M4,./stim/processed_extracts/fake_ad/10\4_8_8_6_vv.mov,./stim/processed_extracts/audio/10/4_8_8_6_audio.wav,fake_ad,vv,F,11,10
168,505,22,18,1,5,F7,M5,./stim/processed_extracts/fake_ad/23\18_5_22_1_vv.mov,./stim/processed_extracts/audio/23/18_5_22_1_audio.wav,fake_ad,vv,F,6,23
192,577,55,50,5,2,M14,F14,./stim/processed_extracts/fake_ad/51\50_2_55_5_vv.mov,./stim/processed_extracts/audio/51/50_2_55_5_audio.wav,fake_ad,vv,M,14,51
179,538,39,36,2,2,M12,F8,./stim/processed_extracts/fake_ad/38\36_2_39_2_vv.mov,./stim/processed_extracts/audio/38/36_2_39_2_audio.wav,fake_ad,vv,M,8,38
195,586,60,48,2,7,F15,M14,./stim/processed_extracts/fake_ad/55\48_7_60_2_vv.mov,./stim/processed_extracts/audio/55/48_7_60_2_audio.wav,fake_ad,vv,F,11,55
184,553,40,35,3,4,F10,M11,./stim/processed_extracts/fake_ad/43\35_4_40_3_vv.mov,./stim/processed_extracts/audio/43/35_4_40_3_audio.wav,fake_ad,vv,F,13,43
165,496,17,25,2,2,M6,F6,./stim/processed_extracts/fake_ad/19\17_2_25_2_vv.mov,./stim/processed_extracts/audio/19/17_2_25_2_audio.wav,fake_ad,vv,M,10,19
159,478,6,11,6,4,M1,F4,./stim/processed_extracts/fake_ad/12\6_6_11_4_vv.mov,./stim/processed_extracts/audio/12/6_6_11_4_audio.wav,fake_ad,vv,M,11,12
167,502,19,23,3,2,M6,F7,./stim/processed_extracts/fake_ad/22\19_3_23_2_vv.mov,./stim/processed_extracts/audio/22/19_3_23_2_audio.wav,fake_ad,vv,M,11,22
180,541,35,44,7,1,F9,M12,./stim/processed_extracts/fake_ad/39\35_7_44_1_vv.mov,./stim/processed_extracts/audio/39/35_7_44_1_audio.wav,fake_ad,vv,F,8,39
172,517,35,34,6,4,F9,M9,./stim/processed_extracts/fake_ad/30\34_4_35_6_vv.mov,./stim/processed_extracts/audio/30/34_4_35_6_audio.wav,fake_ad,vv,F,9,30
171,514,36,30,7,2,F8,M9,./stim/processed_extracts/fake_ad/29\30_2_36_7_vv.mov,./stim/processed_extracts/audio/29/30_2_36_7_audio.wav,fake_ad,vv,F,7,29
153,460,11,10,3,1,M2,F2,./stim/processed_extracts/fake_ad/4\10_1_11_3_vv.mov,./stim/processed_extracts/audio/4/10_1_11_3_audio.wav,fake_ad,vv,M,11,4
163,490,10,13,4,3,F2,M3,./stim/processed_extracts/fake_ad/16\10_4_13_3_vv.mov,./stim/processed_extracts/audio/16/10_4_13_3_audio.wav,fake_ad,vv,F,8,16
124,373,28,28,4,2,M8,F7,./stim/processed_extracts/fake/28\2_4_vv.mov,./stim/processed_extracts/audio/28/2_4_audio.wav,fake_wd,vv,M,8,28
103,310,3,3,8,4,F2,M1,./stim/processed_extracts/fake/3\4_8_vv.mov,./stim/processed_extracts/audio/3/4_8_audio.wav,fake_wd,vv,F,12,3
111,334,10,10,3,6,M4,F2,./stim/processed_extracts/fake/10\3_6_vv.mov,./stim/processed_extracts/audio/10/3_6_audio.wav,fake_wd,vv,M,6,10
137,412,43,43,3,7,F10,M11,./stim/processed_extracts/fake/43\3_7_vv.mov,./stim/processed_extracts/audio/43/3_7_audio.wav,fake_wd,vv,F,11,43
120,361,19,19,2,5,M6,F6,./stim/processed_extracts/fake/19\2_5_vv.mov,./stim/processed_extracts/audio/19/2_5_audio.wav,fake_wd,vv,M,8,19
114,343,12,12,5,2,F4,M1,./stim/processed_extracts/fake/12\2_5_vv.mov,./stim/processed_extracts/audio/12/2_5_audio.wav,fake_wd,vv,F,7,12
