,SpeakerDyad,ListenerDyad,SpeakerExtract,ListenerExtract,SpeakerID,ListenerID,VideoPath,AudioPath,Condition,Modality,SpeakerSex,Duration,DisplayedDyad
12,4,4,4,4,M2,F2,./stim/processed_extracts/true/4\4_va.mov,./stim/processed_extracts/audio/4/4_audio.wav,TRUE,va,M,7,4
13,4,4,4,4,M2,F2,./stim/processed_extracts/true/4\4_vv.mov,./stim/processed_extracts/audio/4/4_audio.wav,TRUE,vv,M,7,4
14,4,4,4,4,M2,F2,./stim/processed_extracts/true/4\4_vva.mov,./stim/processed_extracts/audio/4/4_audio.wav,TRUE,vva,M,7,4
15,4,4,7,7,F2,M2,./stim/processed_extracts/true/4\7_va.mov,./stim/processed_extracts/audio/4/7_audio.wav,TRUE,va,F,19,4
16,4,4,7,7,F2,M2,./stim/processed_extracts/true/4\7_vv.mov,./stim/processed_extracts/audio/4/7_audio.wav,TRUE,vv,F,19,4
17,4,4,7,7,F2,M2,./stim/processed_extracts/true/4\7_vva.mov,./stim/processed_extracts/audio/4/7_audio.wav,TRUE,vva,F,19,4
18,5,5,1,1,F1,M3,./stim/processed_extracts/true/5\1_va.mov,./stim/processed_extracts/audio/5/1_audio.wav,TRUE,va,F,19,5
19,5,5,1,1,F1,M3,./stim/processed_extracts/true/5\1_vv.mov,./stim/processed_extracts/audio/5/1_audio.wav,TRUE,vv,F,19,5
20,5,5,1,1,F1,M3,./stim/processed_extracts/true/5\1_vva.mov,./stim/processed_extracts/audio/5/1_audio.wav,TRUE,vva,F,19,5
21,5,5,2,2,M3,F1,./stim/processed_extracts/true/5\2_va.mov,./stim/processed_extracts/audio/5/2_audio.wav,TRUE,va,M,15,5
22,5,5,2,2,M3,F1,./stim/processed_extracts/true/5\2_vv.mov,./stim/processed_extracts/audio/5/2_audio.wav,TRUE,vv,M,15,5
23,5,5,2,2,M3,F1,./stim/processed_extracts/true/5\2_vva.mov,./stim/processed_extracts/audio/5/2_audio.wav,TRUE,vva,M,15,5
24,5,5,5,5,M3,F1,./stim/processed_extracts/true/5\5_va.mov,./stim/processed_extracts/audio/5/5_audio.wav,TRUE,va,M,7,5
25,5,5,5,5,M3,F1,./stim/processed_extracts/true/5\5_vv.mov,./stim/processed_extracts/audio/5/5_audio.wav,TRUE,vv,M,7,5
26,5,5,5,5,M3,F1,./stim/processed_extracts/true/5\5_vva.mov,./stim/processed_extracts/audio/5/5_audio.wav,TRUE,vva,M,7,5
27,6,6,3,3,M1,F3,./stim/processed_extracts/true/6\3_va.mov,./stim/processed_extracts/audio/6/3_audio.wav,TRUE,va,M,23,6
28,6,6,3,3,M1,F3,./stim/processed_extracts/true/6\3_vv.mov,./stim/processed_extracts/audio/6/3_audio.wav,TRUE,vv,M,23,6
29,6,6,3,3,M1,F3,./stim/processed_extracts/true/6\3_vva.mov,./stim/processed_extracts/audio/6/3_audio.wav,TRUE,vva,M,23,6
30,7,7,3,3,M4,F3,./stim/processed_extracts/true/7\3_va.mov,./stim/processed_extracts/audio/7/3_audio.wav,TRUE,va,M,7,7
31,7,7,3,3,M4,F3,./stim/processed_extracts/true/7\3_vv.mov,./stim/processed_extracts/audio/7/3_audio.wav,TRUE,vv,M,7,7
32,7,7,3,3,M4,F3,./stim/processed_extracts/true/7\3_vva.mov,./stim/processed_extracts/audio/7/3_audio.wav,TRUE,vva,M,7,7
33,8,8,1,1,M4,F4,./stim/processed_extracts/true/8\1_va.mov,./stim/processed_extracts/audio/8/1_audio.wav,TRUE,va,M,7,8
34,8,8,1,1,M4,F4,./stim/processed_extracts/true/8\1_vv.mov,./stim/processed_extracts/audio/8/1_audio.wav,TRUE,vv,M,7,8
35,8,8,1,1,M4,F4,./stim/processed_extracts/true/8\1_vva.mov,./stim/processed_extracts/audio/8/1_audio.wav,TRUE,vva,M,7,8
36,8,8,3,3,M4,F4,./stim/processed_extracts/true/8\3_va.mov,./stim/processed_extracts/audio/8/3_audio.wav,TRUE,va,M,5,8
37,8,8,3,3,M4,F4,./stim/processed_extracts/true/8\3_vv.mov,./stim/processed_extracts/audio/8/3_audio.wav,TRUE,vv,M,5,8
38,8,8,3,3,M4,F4,./stim/processed_extracts/true/8\3_vva.mov,./stim/processed_extracts/audio/8/3_audio.wav,TRUE,vva,M,5,8
39,9,9,2,2,M4,F1,./stim/processed_extracts/true/9\2_va.mov,./stim/processed_extracts/audio/9/2_audio.wav,TRUE,va,M,6,9
40,9,9,2,2,M4,F1,./stim/processed_extracts/true/9\2_vv.mov,./stim/processed_extracts/audio/9/2_audio.wav,TRUE,vv,M,6,9
41,9,9,2,2,M4,F1,./stim/processed_extracts/true/9\2_vva.mov,./stim/processed_extracts/audio/9/2_audio.wav,TRUE,vva,M,6,9
42,10,10,5,5,F2,M4,./stim/processed_extracts/true/10\5_va.mov,./stim/processed_extracts/audio/10/5_audio.wav,TRUE,va,F,12,10
43,10,10,5,5,F2,M4,./stim/processed_extracts/true/10\5_vv.mov,./stim/processed_extracts/audio/10/5_audio.wav,TRUE,vv,F,12,10
44,10,10,5,5,F2,M4,./stim/processed_extracts/true/10\5_vva.mov,./stim/processed_extracts/audio/10/5_audio.wav,TRUE,vva,F,12,10
45,11,11,7,7,F4,M2,./stim/processed_extracts/true/11\7_va.mov,./stim/processed_extracts/audio/11/7_audio.wav,TRUE,va,F,22,11
46,11,11,7,7,F4,M2,./stim/processed_extracts/true/11\7_vv.mov,./stim/processed_extracts/audio/11/7_audio.wav,TRUE,vv,F,22,11
47,11,11,7,7,F4,M2,./stim/processed_extracts/true/11\7_vva.mov,./stim/processed_extracts/audio/11/7_audio.wav,TRUE,vva,F,22,11
48,11,11,8,8,M2,F4,./stim/processed_extracts/true/11\8_va.mov,./stim/processed_extracts/audio/11/8_audio.wav,TRUE,va,M,24,11
49,11,11,8,8,M2,F4,./stim/processed_extracts/true/11\8_vv.mov,./stim/processed_extracts/audio/11/8_audio.wav,TRUE,vv,M,24,11
50,11,11,8,8,M2,F4,./stim/processed_extracts/true/11\8_vva.mov,./stim/processed_extracts/audio/11/8_audio.wav,TRUE,vva,M,24,11
51,11,11,9,9,F4,M2,./stim/processed_extracts/true/11\9_va.mov,./stim/processed_extracts/audio/11/9_audio.wav,TRUE,va,F,19,11
52,11,11,9,9,F4,M2,./stim/processed_extracts/true/11\9_vv.mov,./stim/processed_extracts/audio/11/9_audio.wav,TRUE,vv,F,19,11
53,11,11,9,9,F4,M2,./stim/processed_extracts/true/11\9_vva.mov,./stim/processed_extracts/audio/11/9_audio.wav,TRUE,vva,F,19,11
54,12,12,1,1,M1,F4,./stim/processed_extracts/true/12\1_va.mov,./stim/processed_extracts/audio/12/1_audio.wav,TRUE,va,M,8,12
55,12,12,1,1,M1,F4,./stim/processed_extracts/true/12\1_vv.mov,./stim/processed_extracts/audio/12/1_audio.wav,TRUE,vv,M,8,12
56,12,12,1,1,M1,F4,./stim/processed_extracts/true/12\1_vva.mov,./stim/processed_extracts/audio/12/1_audio.wav,TRUE,vva,M,8,12
57,12,12,3,3,F4,M1,./stim/processed_extracts/true/12\3_va.mov,./stim/processed_extracts/audio/12/3_audio.wav,TRUE,va,F,13,12
58,12,12,3,3,F4,M1,./stim/processed_extracts/true/12\3_vv.mov,./stim/processed_extracts/audio/12/3_audio.wav,TRUE,vv,F,13,12
59,12,12,3,3,F4,M1,./stim/processed_extracts/true/12\3_vva.mov,./stim/processed_extracts/audio/12/3_audio.wav,TRUE,vva,F,13,12
60,13,13,2,2,F4,M3,./stim/processed_extracts/true/13\2_va.mov,./stim/processed_extracts/audio/13/2_audio.wav,TRUE,va,F,12,13
61,13,13,2,2,F4,M3,./stim/processed_extracts/true/13\2_vv.mov,./stim/processed_extracts/audio/13/2_audio.wav,TRUE,vv,F,12,13
62,13,13,2,2,F4,M3,./stim/processed_extracts/true/13\2_vva.mov,./stim/processed_extracts/audio/13/2_audio.wav,TRUE,vva,F,12,13
63,13,13,6,6,F4,M3,./stim/processed_extracts/true/13\6_va.mov,./stim/processed_extracts/audio/13/6_audio.wav,TRUE,va,F,18,13
64,13,13,6,6,F4,M3,./stim/processed_extracts/true/13\6_vv.mov,./stim/processed_extracts/audio/13/6_audio.wav,TRUE,vv,F,18,13
65,13,13,6,6,F4,M3,./stim/processed_extracts/true/13\6_vva.mov,./stim/processed_extracts/audio/13/6_audio.wav,TRUE,vva,F,18,13
66,14,14,2,2,M3,F3,./stim/processed_extracts/true/14\2_va.mov,./stim/processed_extracts/audio/14/2_audio.wav,TRUE,va,M,7,14
67,14,14,2,2,M3,F3,./stim/processed_extracts/true/14\2_vv.mov,./stim/processed_extracts/audio/14/2_audio.wav,TRUE,vv,M,7,14
68,14,14,2,2,M3,F3,./stim/processed_extracts/true/14\2_vva.mov,./stim/processed_extracts/audio/14/2_audio.wav,TRUE,vva,M,7,14
69,14,14,3,3,M3,F3,./stim/processed_extracts/true/14\3_va.mov,./stim/processed_extracts/audio/14/3_audio.wav,TRUE,va,M,15,14
70,14,14,3,3,M3,F3,./stim/processed_extracts/true/14\3_vv.mov,./stim/processed_extracts/audio/14/3_audio.wav,TRUE,vv,M,15,14
71,14,14,3,3,M3,F3,./stim/processed_extracts/true/14\3_vva.mov,./stim/processed_extracts/audio/14/3_audio.wav,TRUE,vva,M,15,14
72,15,15,1,1,M2,F3,./stim/processed_extracts/true/15\1_va.mov,./stim/processed_extracts/audio/15/1_audio.wav,TRUE,va,M,8,15
73,15,15,1,1,M2,F3,./stim/processed_extracts/true/15\1_vv.mov,./stim/processed_extracts/audio/15/1_audio.wav,TRUE,vv,M,8,15
74,15,15,1,1,M2,F3,./stim/processed_extracts/true/15\1_vva.mov,./stim/processed_extracts/audio/15/1_audio.wav,TRUE,vva,M,8,15
75,15,15,2,2,M2,F3,./stim/processed_extracts/true/15\2_va.mov,./stim/processed_extracts/audio/15/2_audio.wav,TRUE,va,M,13,15
76,15,15,2,2,M2,F3,./stim/processed_extracts/true/15\2_vv.mov,./stim/processed_extracts/audio/15/2_audio.wav,TRUE,vv,M,13,15
77,15,15,2,2,M2,F3,./stim/processed_extracts/true/15\2_vva.mov,./stim/processed_extracts/audio/15/2_audio.wav,TRUE,vva,M,13,15
78,16,16,3,3,F2,M3,./stim/processed_extracts/true/16\3_va.mov,./stim/processed_extracts/audio/16/3_audio.wav,TRUE,va,F,6,16
79,16,16,3,3,F2,M3,./stim/processed_extracts/true/16\3_vv.mov,./stim/processed_extracts/audio/16/3_audio.wav,TRUE,vv,F,6,16
80,16,16,3,3,F2,M3,./stim/processed_extracts/true/16\3_vva.mov,./stim/processed_extracts/audio/16/3_audio.wav,TRUE,vva,F,6,16
81,16,16,4,4,M3,F2,./stim/processed_extracts/true/16\4_va.mov,./stim/processed_extracts/audio/16/4_audio.wav,TRUE,va,M,7,16
82,16,16,4,4,M3,F2,./stim/processed_extracts/true/16\4_vv.mov,./stim/processed_extracts/audio/16/4_audio.wav,TRUE,vv,M,7,16
83,16,16,4,4,M3,F2,./stim/processed_extracts/true/16\4_vva.mov,./stim/processed_extracts/audio/16/4_audio.wav,TRUE,vva,M,7,16
84,18,18,4,4,M5,F5,./stim/processed_extracts/true/18\4_va.mov,./stim/processed_extracts/audio/18/4_audio.wav,TRUE,va,M,9,18
85,18,18,4,4,M5,F5,./stim/processed_extracts/true/18\4_vv.mov,./stim/processed_extracts/audio/18/4_audio.wav,TRUE,vv,M,9,18
86,18,18,4,4,M5,F5,./stim/processed_extracts/true/18\4_vva.mov,./stim/processed_extracts/audio/18/4_audio.wav,TRUE,vva,M,9,18
87,19,19,1,1,M6,F6,./stim/processed_extracts/true/19\1_va.mov,./stim/processed_extracts/audio/19/1_audio.wav,TRUE,va,M,7,19
88,19,19,1,1,M6,F6,./stim/processed_extracts/true/19\1_vv.mov,./stim/processed_extracts/audio/19/1_audio.wav,TRUE,vv,M,7,19
89,19,19,1,1,M6,F6,./stim/processed_extracts/true/19\1_vva.mov,./stim/processed_extracts/audio/19/1_audio.wav,TRUE,vva,M,7,19
90,19,19,4,4,F6,M6,./stim/processed_extracts/true/19\4_va.mov,./stim/processed_extracts/audio/19/4_audio.wav,TRUE,va,F,10,19
91,19,19,4,4,F6,M6,./stim/processed_extracts/true/19\4_vv.mov,./stim/processed_extracts/audio/19/4_audio.wav,TRUE,vv,F,10,19
92,19,19,4,4,F6,M6,./stim/processed_extracts/true/19\4_vva.mov,./stim/processed_extracts/audio/19/4_audio.wav,TRUE,vva,F,10,19
93,21,21,2,2,M7,F5,./stim/processed_extracts/true/21\2_va.mov,./stim/processed_extracts/audio/21/2_audio.wav,TRUE,va,M,15,21
94,21,21,2,2,M7,F5,./stim/processed_extracts/true/21\2_vv.mov,./stim/processed_extracts/audio/21/2_audio.wav,TRUE,vv,M,15,21
95,21,21,2,2,M7,F5,./stim/processed_extracts/true/21\2_vva.mov,./stim/processed_extracts/audio/21/2_audio.wav,TRUE,vva,M,15,21
96,21,21,3,3,F5,M7,./stim/processed_extracts/true/21\3_va.mov,./stim/processed_extracts/audio/21/3_audio.wav,TRUE,va,F,13,21
97,21,21,3,3,F5,M7,./stim/processed_extracts/true/21\3_vv.mov,./stim/processed_extracts/audio/21/3_audio.wav,TRUE,vv,F,13,21
98,21,21,3,3,F5,M7,./stim/processed_extracts/true/21\3_vva.mov,./stim/processed_extracts/audio/21/3_audio.wav,TRUE,vva,F,13,21
99,22,22,2,2,M6,F7,./stim/processed_extracts/true/22\2_va.mov,./stim/processed_extracts/audio/22/2_audio.wav,TRUE,va,M,8,22
100,22,22,2,2,M6,F7,./stim/processed_extracts/true/22\2_vv.mov,./stim/processed_extracts/audio/22/2_audio.wav,TRUE,vv,M,8,22
101,22,22,2,2,M6,F7,./stim/processed_extracts/true/22\2_vva.mov,./stim/processed_extracts/audio/22/2_audio.wav,TRUE,vva,M,8,22
102,23,23,1,1,M5,F7,./stim/processed_extracts/true/23\1_va.mov,./stim/processed_extracts/audio/23/1_audio.wav,TRUE,va,M,9,23
103,23,23,1,1,M5,F7,./stim/processed_extracts/true/23\1_vv.mov,./stim/processed_extracts/audio/23/1_audio.wav,TRUE,vv,M,9,23
104,23,23,1,1,M5,F7,./stim/processed_extracts/true/23\1_vva.mov,./stim/processed_extracts/audio/23/1_audio.wav,TRUE,vva,M,9,23
105,23,23,3,3,F7,M5,./stim/processed_extracts/true/23\3_va.mov,./stim/processed_extracts/audio/23/3_audio.wav,TRUE,va,F,7,23
106,23,23,3,3,F7,M5,./stim/processed_extracts/true/23\3_vv.mov,./stim/processed_extracts/audio/23/3_audio.wav,TRUE,vv,F,7,23
107,23,23,3,3,F7,M5,./stim/processed_extracts/true/23\3_vva.mov,./stim/processed_extracts/audio/23/3_audio.wav,TRUE,vva,F,7,23
108,24,24,3,3,F5,M8,./stim/processed_extracts/true/24\3_va.mov,./stim/processed_extracts/audio/24/3_audio.wav,TRUE,va,F,10,24
109,24,24,3,3,F5,M8,./stim/processed_extracts/true/24\3_vv.mov,./stim/processed_extracts/audio/24/3_audio.wav,TRUE,vv,F,10,24
110,24,24,3,3,F5,M8,./stim/processed_extracts/true/24\3_vva.mov,./stim/processed_extracts/audio/24/3_audio.wav,TRUE,vva,F,10,24
111,24,24,4,4,F5,M8,./stim/processed_extracts/true/24\4_va.mov,./stim/processed_extracts/audio/24/4_audio.wav,TRUE,va,F,8,24
112,24,24,4,4,F5,M8,./stim/processed_extracts/true/24\4_vv.mov,./stim/processed_extracts/audio/24/4_audio.wav,TRUE,vv,F,8,24
113,24,24,4,4,F5,M8,./stim/processed_extracts/true/24\4_vva.mov,./stim/processed_extracts/audio/24/4_audio.wav,TRUE,vva,F,8,24
114,24,24,5,5,M8,F5,./stim/processed_extracts/true/24\5_va.mov,./stim/processed_extracts/audio/24/5_audio.wav,TRUE,va,M,8,24
115,24,24,5,5,M8,F5,./stim/processed_extracts/true/24\5_vv.mov,./stim/processed_extracts/audio/24/5_audio.wav,TRUE,vv,M,8,24
116,24,24,5,5,M8,F5,./stim/processed_extracts/true/24\5_vva.mov,./stim/processed_extracts/audio/24/5_audio.wav,TRUE,vva,M,8,24
117,26,26,4,4,F6,M8,./stim/processed_extracts/true/26\4_va.mov,./stim/processed_extracts/audio/26/4_audio.wav,TRUE,va,F,10,26
118,26,26,4,4,F6,M8,./stim/processed_extracts/true/26\4_vv.mov,./stim/processed_extracts/audio/26/4_audio.wav,TRUE,vv,F,10,26
119,26,26,4,4,F6,M8,./stim/processed_extracts/true/26\4_vva.mov,./stim/processed_extracts/audio/26/4_audio.wav,TRUE,vva,F,10,26
120,26,26,6,6,M8,F6,./stim/processed_extracts/true/26\6_va.mov,./stim/processed_extracts/audio/26/6_audio.wav,TRUE,va,M,7,26
121,26,26,6,6,M8,F6,./stim/processed_extracts/true/26\6_vv.mov,./stim/processed_extracts/audio/26/6_audio.wav,TRUE,vv,M,7,26
122,26,26,6,6,M8,F6,./stim/processed_extracts/true/26\6_vva.mov,./stim/processed_extracts/audio/26/6_audio.wav,TRUE,vva,M,7,26
123,27,27,1,1,F7,M7,./stim/processed_extracts/true/27\1_va.mov,./stim/processed_extracts/audio/27/1_audio.wav,TRUE,va,F,8,27
124,27,27,1,1,F7,M7,./stim/processed_extracts/true/27\1_vv.mov,./stim/processed_extracts/audio/27/1_audio.wav,TRUE,vv,F,8,27
125,27,27,1,1,F7,M7,./stim/processed_extracts/true/27\1_vva.mov,./stim/processed_extracts/audio/27/1_audio.wav,TRUE,vva,F,8,27
126,27,27,3,3,M7,F7,./stim/processed_extracts/true/27\3_va.mov,./stim/processed_extracts/audio/27/3_audio.wav,TRUE,va,M,11,27
127,27,27,3,3,M7,F7,./stim/processed_extracts/true/27\3_vv.mov,./stim/processed_extracts/audio/27/3_audio.wav,TRUE,vv,M,11,27
128,27,27,3,3,M7,F7,./stim/processed_extracts/true/27\3_vva.mov,./stim/processed_extracts/audio/27/3_audio.wav,TRUE,vva,M,11,27
129,28,28,1,1,M8,F7,./stim/processed_extracts/true/28\1_va.mov,./stim/processed_extracts/audio/28/1_audio.wav,TRUE,va,M,8,28
130,28,28,1,1,M8,F7,./stim/processed_extracts/true/28\1_vv.mov,./stim/processed_extracts/audio/28/1_audio.wav,TRUE,vv,M,8,28
131,28,28,1,1,M8,F7,./stim/processed_extracts/true/28\1_vva.mov,./stim/processed_extracts/audio/28/1_audio.wav,TRUE,vva,M,8,28
132,28,28,3,3,F7,M8,./stim/processed_extracts/true/28\3_va.mov,./stim/processed_extracts/audio/28/3_audio.wav,TRUE,va,F,6,28
133,28,28,3,3,F7,M8,./stim/processed_extracts/true/28\3_vv.mov,./stim/processed_extracts/audio/28/3_audio.wav,TRUE,vv,F,6,28
134,28,28,3,3,F7,M8,./stim/processed_extracts/true/28\3_vva.mov,./stim/processed_extracts/audio/28/3_audio.wav,TRUE,vva,F,6,28
135,29,29,1,1,M9,F8,./stim/processed_extracts/true/29\1_va.mov,./stim/processed_extracts/audio/29/1_audio.wav,TRUE,va,M,6,29
136,29,29,1,1,M9,F8,./stim/processed_extracts/true/29\1_vv.mov,./stim/processed_extracts/audio/29/1_audio.wav,TRUE,vv,M,6,29
137,29,29,1,1,M9,F8,./stim/processed_extracts/true/29\1_vva.mov,./stim/processed_extracts/audio/29/1_audio.wav,TRUE,vva,M,6,29
138,30,30,3,3,M9,F9,./stim/processed_extracts/true/30\3_va.mov,./stim/processed_extracts/audio/30/3_audio.wav,TRUE,va,M,13,30
139,30,30,3,3,M9,F9,./stim/processed_extracts/true/30\3_vv.mov,./stim/processed_extracts/audio/30/3_audio.wav,TRUE,vv,M,13,30
140,30,30,3,3,M9,F9,./stim/processed_extracts/true/30\3_vva.mov,./stim/processed_extracts/audio/30/3_audio.wav,TRUE,vva,M,13,30
141,31,31,3,3,M10,F8,./stim/processed_extracts/true/31\3_va.mov,./stim/processed_extracts/audio/31/3_audio.wav,TRUE,va,M,9,31
142,31,31,3,3,M10,F8,./stim/processed_extracts/true/31\3_vv.mov,./stim/processed_extracts/audio/31/3_audio.wav,TRUE,vv,M,9,31
143,31,31,3,3,M10,F8,./stim/processed_extracts/true/31\3_vva.mov,./stim/processed_extracts/audio/31/3_audio.wav,TRUE,vva,M,9,31
144,31,31,7,7,F8,M10,./stim/processed_extracts/true/31\7_va.mov,./stim/processed_extracts/audio/31/7_audio.wav,TRUE,va,F,10,31
145,31,31,7,7,F8,M10,./stim/processed_extracts/true/31\7_vv.mov,./stim/processed_extracts/audio/31/7_audio.wav,TRUE,vv,F,10,31
146,31,31,7,7,F8,M10,./stim/processed_extracts/true/31\7_vva.mov,./stim/processed_extracts/audio/31/7_audio.wav,TRUE,vva,F,10,31
147,31,31,8,8,M10,F8,./stim/processed_extracts/true/31\8_va.mov,./stim/processed_extracts/audio/31/8_audio.wav,TRUE,va,M,10,31
148,31,31,8,8,M10,F8,./stim/processed_extracts/true/31\8_vv.mov,./stim/processed_extracts/audio/31/8_audio.wav,TRUE,vv,M,10,31
149,31,31,8,8,M10,F8,./stim/processed_extracts/true/31\8_vva.mov,./stim/processed_extracts/audio/31/8_audio.wav,TRUE,vva,M,10,31
150,32,32,1,1,M10,F9,./stim/processed_extracts/true/32\1_va.mov,./stim/processed_extracts/audio/32/1_audio.wav,TRUE,va,M,14,32
151,32,32,1,1,M10,F9,./stim/processed_extracts/true/32\1_vv.mov,./stim/processed_extracts/audio/32/1_audio.wav,TRUE,vv,M,14,32
152,32,32,1,1,M10,F9,./stim/processed_extracts/true/32\1_vva.mov,./stim/processed_extracts/audio/32/1_audio.wav,TRUE,vva,M,14,32
153,32,32,3,3,F9,M10,./stim/processed_extracts/true/32\3_va.mov,./stim/processed_extracts/audio/32/3_audio.wav,TRUE,va,F,11,32
154,32,32,3,3,F9,M10,./stim/processed_extracts/true/32\3_vv.mov,./stim/processed_extracts/audio/32/3_audio.wav,TRUE,vv,F,11,32
155,32,32,3,3,F9,M10,./stim/processed_extracts/true/32\3_vva.mov,./stim/processed_extracts/audio/32/3_audio.wav,TRUE,vva,F,11,32
156,34,34,5,5,F10,M9,./stim/processed_extracts/true/34\5_va.mov,./stim/processed_extracts/audio/34/5_audio.wav,TRUE,va,F,16,34
157,34,34,5,5,F10,M9,./stim/processed_extracts/true/34\5_vv.mov,./stim/processed_extracts/audio/34/5_audio.wav,TRUE,vv,F,16,34
158,34,34,5,5,F10,M9,./stim/processed_extracts/true/34\5_vva.mov,./stim/processed_extracts/audio/34/5_audio.wav,TRUE,vva,F,16,34
159,34,34,7,7,F10,M9,./stim/processed_extracts/true/34\7_va.mov,./stim/processed_extracts/audio/34/7_audio.wav,TRUE,va,F,9,34
160,34,34,7,7,F10,M9,./stim/processed_extracts/true/34\7_vv.mov,./stim/processed_extracts/audio/34/7_audio.wav,TRUE,vv,F,9,34
161,34,34,7,7,F10,M9,./stim/processed_extracts/true/34\7_vva.mov,./stim/processed_extracts/audio/34/7_audio.wav,TRUE,vva,F,9,34
162,35,35,2,2,M11,F9,./stim/processed_extracts/true/35\2_va.mov,./stim/processed_extracts/audio/35/2_audio.wav,TRUE,va,M,9,35
163,35,35,2,2,M11,F9,./stim/processed_extracts/true/35\2_vv.mov,./stim/processed_extracts/audio/35/2_audio.wav,TRUE,vv,M,9,35
164,35,35,2,2,M11,F9,./stim/processed_extracts/true/35\2_vva.mov,./stim/processed_extracts/audio/35/2_audio.wav,TRUE,vva,M,9,35
165,35,35,5,5,F9,M11,./stim/processed_extracts/true/35\5_va.mov,./stim/processed_extracts/audio/35/5_audio.wav,TRUE,va,F,7,35
166,35,35,5,5,F9,M11,./stim/processed_extracts/true/35\5_vv.mov,./stim/processed_extracts/audio/35/5_audio.wav,TRUE,vv,F,7,35
167,35,35,5,5,F9,M11,./stim/processed_extracts/true/35\5_vva.mov,./stim/processed_extracts/audio/35/5_audio.wav,TRUE,vva,F,7,35
168,36,36,3,3,F8,M11,./stim/processed_extracts/true/36\3_va.mov,./stim/processed_extracts/audio/36/3_audio.wav,TRUE,va,F,9,36
169,36,36,3,3,F8,M11,./stim/processed_extracts/true/36\3_vv.mov,./stim/processed_extracts/audio/36/3_audio.wav,TRUE,vv,F,9,36
170,36,36,3,3,F8,M11,./stim/processed_extracts/true/36\3_vva.mov,./stim/processed_extracts/audio/36/3_audio.wav,TRUE,vva,F,9,36
171,36,36,4,4,M11,F8,./stim/processed_extracts/true/36\4_va.mov,./stim/processed_extracts/audio/36/4_audio.wav,TRUE,va,M,13,36
172,36,36,4,4,M11,F8,./stim/processed_extracts/true/36\4_vv.mov,./stim/processed_extracts/audio/36/4_audio.wav,TRUE,vv,M,13,36
173,36,36,4,4,M11,F8,./stim/processed_extracts/true/36\4_vva.mov,./stim/processed_extracts/audio/36/4_audio.wav,TRUE,vva,M,13,36
174,37,37,1,1,F11,M10,./stim/processed_extracts/true/37\1_va.mov,./stim/processed_extracts/audio/37/1_audio.wav,TRUE,va,F,6,37
175,37,37,1,1,F11,M10,./stim/processed_extracts/true/37\1_vv.mov,./stim/processed_extracts/audio/37/1_audio.wav,TRUE,vv,F,6,37
176,37,37,1,1,F11,M10,./stim/processed_extracts/true/37\1_vva.mov,./stim/processed_extracts/audio/37/1_audio.wav,TRUE,vva,F,6,37
177,37,37,4,4,M10,F11,./stim/processed_extracts/true/37\4_va.mov,./stim/processed_extracts/audio/37/4_audio.wav,TRUE,va,M,7,37
178,37,37,4,4,M10,F11,./stim/processed_extracts/true/37\4_vv.mov,./stim/processed_extracts/audio/37/4_audio.wav,TRUE,vv,M,7,37
179,37,37,4,4,M10,F11,./stim/processed_extracts/true/37\4_vva.mov,./stim/processed_extracts/audio/37/4_audio.wav,TRUE,vva,M,7,37
180,38,38,4,4,M12,F8,./stim/processed_extracts/true/38\4_va.mov,./stim/processed_extracts/audio/38/4_audio.wav,TRUE,va,M,16,38
181,38,38,4,4,M12,F8,./stim/processed_extracts/true/38\4_vv.mov,./stim/processed_extracts/audio/38/4_audio.wav,TRUE,vv,M,16,38
182,38,38,4,4,M12,F8,./stim/processed_extracts/true/38\4_vva.mov,./stim/processed_extracts/audio/38/4_audio.wav,TRUE,vva,M,16,38
183,39,39,1,1,M12,F9,./stim/processed_extracts/true/39\1_va.mov,./stim/processed_extracts/audio/39/1_audio.wav,TRUE,va,M,7,39
184,39,39,1,1,M12,F9,./stim/processed_extracts/true/39\1_vv.mov,./stim/processed_extracts/audio/39/1_audio.wav,TRUE,vv,M,7,39
185,39,39,1,1,M12,F9,./stim/processed_extracts/true/39\1_vva.mov,./stim/processed_extracts/audio/39/1_audio.wav,TRUE,vva,M,7,39
186,39,39,3,3,M12,F9,./stim/processed_extracts/true/39\3_va.mov,./stim/processed_extracts/audio/39/3_audio.wav,TRUE,va,M,10,39
187,39,39,3,3,M12,F9,./stim/processed_extracts/true/39\3_vv.mov,./stim/processed_extracts/audio/39/3_audio.wav,TRUE,vv,M,10,39
188,39,39,3,3,M12,F9,./stim/processed_extracts/true/39\3_vva.mov,./stim/processed_extracts/audio/39/3_audio.wav,TRUE,vva,M,10,39
189,40,40,1,1,M10,F10,./stim/processed_extracts/true/40\1_va.mov,./stim/processed_extracts/audio/40/1_audio.wav,TRUE,va,M,7,40
190,40,40,1,1,M10,F10,./stim/processed_extracts/true/40\1_vv.mov,./stim/processed_extracts/audio/40/1_audio.wav,TRUE,vv,M,7,40
191,40,40,1,1,M10,F10,./stim/processed_extracts/true/40\1_vva.mov,./stim/processed_extracts/audio/40/1_audio.wav,TRUE,vva,M,7,40
192,40,40,2,2,F10,M10,./stim/processed_extracts/true/40\2_va.mov,./stim/processed_extracts/audio/40/2_audio.wav,TRUE,va,F,12,40
193,40,40,2,2,F10,M10,./stim/processed_extracts/true/40\2_vv.mov,./stim/processed_extracts/audio/40/2_audio.wav,TRUE,vv,F,12,40
