subj,trial,block,date,stim,stim_order,response,rt,param_index,video_path,condition,duration,dyad,mouth_fit,eye_fit,genuineness,category,block,audio_path
50,0,0,2024-07-29T15:15:58.214Z,43_3_7_eyes.mov,0,yes,11350,0,./stimuli/eyes/43_3_7.mov,fake,11,43,0.030979213372310438,-0.09750080961576384,0.75,fa,eyes,./stimuli/audio/43/3_7_audio.wav
50,1,0,2024-07-29T15:15:58.214Z,5_1_eyes.mov,0,yes,947,0,./stimuli/eyes/5_1.mov,true,19,5,0.27128235194238964,0.3313292072657651,1.0,hit,eyes,./stimuli/audio/5/1_audio.wav
50,2,0,2024-07-29T15:15:58.214Z,19_17_2_25_2_eyes.mov,0,no,433,0,./stimuli/eyes/19_17_2_25_2.mov,fake,10,19,-0.3062581015621111,0.3018231666755847,0.25,cr,eyes,./stimuli/audio/19/17_2_25_2_audio.wav
50,3,0,2024-07-29T15:15:58.214Z,22_19_3_23_2_eyes.mov,0,yes,2699,0,./stimuli/eyes/22_19_3_23_2.mov,fake,11,22,0.08484422710888113,-0.043331687022501224,0.6,fa,eyes,./stimuli/audio/22/19_3_23_2_audio.wav
50,4,0,2024-07-29T15:15:58.214Z,31_29_3_32_4_eyes.mov,0,no,660,0,./stimuli/eyes/31_29_3_32_4.mov,fake,11,31,0.09959067922407874,-0.018974100942408284,0.5714285714285714,fa,eyes,./stimuli/audio/31/29_3_32_4_audio.wav
50,5,0,2024-07-29T15:15:58.214Z,46_2_eyes.mov,0,no,4489,0,./stimuli/eyes/46_2.mov,true,8,46,0.22314361077696993,-0.37187593532122043,0.4,miss,eyes,./stimuli/audio/46/2_audio.wav
50,6,0,2024-07-29T15:15:58.214Z,31_5_9_eyes.mov,0,no,1483,0,./stimuli/eyes/31_5_9.mov,fake,8,31,-0.3194713972959606,0.30648918937054725,0.25,cr,eyes,./stimuli/audio/31/5_9_audio.wav
50,7,0,2024-07-29T15:15:58.214Z,11_12_4_15_4_eyes.mov,0,yes,298,0,./stimuli/eyes/11_12_4_15_4.mov,fake,11,11,-0.44589938150044073,0.3329780195541019,0.2857142857142857,cr,eyes,./stimuli/audio/11/12_4_15_4_audio.wav
50,8,0,2024-07-29T15:15:58.214Z,57_1_eyes.mov,0,yes,732,0,./stimuli/eyes/57_1.mov,true,11,57,0.1901594820910893,0.18849068799535393,1.0,hit,eyes,./stimuli/audio/57/1_audio.wav
50,9,0,2024-07-29T15:15:58.214Z,60_4_6_eyes.mov,0,no,6249,0,./stimuli/eyes/60_4_6.mov,fake,9,60,-0.4040083525916895,0.253970190149846,0.3333333333333333,cr,eyes,./stimuli/audio/60/4_6_audio.wav
50,10,0,2024-07-29T15:15:58.214Z,45_3_eyes.mov,0,no,1629,0,./stimuli/eyes/45_3.mov,true,7,45,0.16889004277659403,0.038899221686994556,0.125,miss,eyes,./stimuli/audio/45/3_audio.wav
50,11,0,2024-07-29T15:15:58.214Z,40_5_8_eyes.mov,0,no,1116,0,./stimuli/eyes/40_5_8.mov,fake,10,40,-0.1760169325241136,0.34136273084577456,0.2,cr,eyes,./stimuli/audio/40/5_8_audio.wav
50,12,0,2024-07-29T15:15:58.214Z,12_3_eyes.mov,0,no,337,0,./stimuli/eyes/12_3.mov,true,13,12,0.3155735483651602,-0.04266906465109103,0.42857142857142855,miss,eyes,./stimuli/audio/12/3_audio.wav
50,13,0,2024-07-29T15:15:58.214Z,14_1_5_eyes.mov,0,yes,157,0,./stimuli/eyes/14_1_5.mov,fake,8,14,0.425744218880069,-0.2822823059139167,0.6666666666666666,fa,eyes,./stimuli/audio/14/1_5_audio.wav
50,14,0,2024-07-29T15:15:58.214Z,52_3_eyes.mov,0,yes,27898,0,./stimuli/eyes/52_3.mov,true,10,52,0.21043791277346344,0.28058110062308483,0.75,hit,eyes,./stimuli/audio/52/3_audio.wav
50,15,0,2024-07-29T15:15:58.214Z,3_1_6_eyes.mov,0,yes,4050,0,./stimuli/eyes/3_1_6.mov,fake,7,3,-0.4642603847610854,0.43942074913705,0.25,cr,eyes,./stimuli/audio/3/1_6_audio.wav
50,16,0,2024-07-29T15:15:58.214Z,2_2_3_eyes.mov,0,yes,4036,0,./stimuli/eyes/2_2_3.mov,fake,8,2,0.129174971279355,-0.050235536081676954,0.5714285714285714,fa,eyes,./stimuli/audio/2/2_3_audio.wav
50,17,0,2024-07-29T15:15:58.214Z,58_1_2_eyes.mov,0,yes,480,0,./stimuli/eyes/58_1_2.mov,fake,14,58,0.10435640304664591,0.02021080964410129,0.6,fa,eyes,./stimuli/audio/58/1_2_audio.wav
50,18,0,2024-07-29T15:15:58.214Z,54_2_6_eyes.mov,0,no,2346,0,./stimuli/eyes/54_2_6.mov,fake,9,54,-0.29618043652047055,0.3949913972066293,0.25,cr,eyes,./stimuli/audio/54/2_6_audio.wav
50,19,0,2024-07-29T15:15:58.214Z,55_4_7_eyes.mov,0,yes,365,0,./stimuli/eyes/55_4_7.mov,fake,12,55,0.07584842753372179,-0.17660186780226106,0.625,fa,eyes,./stimuli/audio/55/4_7_audio.wav
50,20,0,2024-07-29T15:15:58.214Z,60_1_eyes.mov,0,no,4075,0,./stimuli/eyes/60_1.mov,true,6,60,0.4126687774525441,-0.0869895238350049,0.3333333333333333,miss,eyes,./stimuli/audio/60/1_audio.wav
50,21,0,2024-07-29T15:15:58.214Z,29_1_eyes.mov,0,no,16601,0,./stimuli/eyes/29_1.mov,true,6,29,0.43759910538650976,0.7861077054117834,0.8,hit,eyes,./stimuli/audio/29/1_audio.wav
