,Unnamed: 0,SpeakerDyad,ListenerDyad,SpeakerExtract,ListenerExtract,SpeakerID,ListenerID,VideoPath,AudioPath,Condition,Modality,SpeakerSex,Duration,DisplayedDyad
188,564,56,45,4,1,F13,M13,./stim/processed_extracts/fake_ad/47\45_1_56_4_va.mov,./stim/processed_extracts/audio/47/45_1_56_4_audio.wav,fake_ad,va,F,9,47
161,483,6,5,2,7,F3,M3,./stim/processed_extracts/fake_ad/14\5_7_6_2_va.mov,./stim/processed_extracts/audio/14/5_7_6_2_audio.wav,fake_ad,va,F,8,14
175,525,34,37,3,5,M9,F11,./stim/processed_extracts/fake_ad/33\34_3_37_5_va.mov,./stim/processed_extracts/audio/33/34_3_37_5_audio.wav,fake_ad,va,M,10,33
165,495,17,25,2,2,M6,F6,./stim/processed_extracts/fake_ad/19\17_2_25_2_va.mov,./stim/processed_extracts/audio/19/17_2_25_2_audio.wav,fake_ad,va,M,10,19
153,459,11,10,3,1,M2,F2,./stim/processed_extracts/fake_ad/4\10_1_11_3_va.mov,./stim/processed_extracts/audio/4/10_1_11_3_audio.wav,fake_ad,va,M,11,4
185,555,42,43,1,1,M12,F10,./stim/processed_extracts/fake_ad/44\42_1_43_1_va.mov,./stim/processed_extracts/audio/44/42_1_43_1_audio.wav,fake_ad,va,M,11,44
156,468,10,13,2,5,M4,F4,./stim/processed_extracts/fake_ad/8\10_2_13_5_va.mov,./stim/processed_extracts/audio/8/10_2_13_5_audio.wav,fake_ad,va,M,7,8
177,531,41,38,2,2,M11,F8,./stim/processed_extracts/fake_ad/36\38_2_41_2_va.mov,./stim/processed_extracts/audio/36/38_2_41_2_audio.wav,fake_ad,va,M,10,36
184,552,40,35,3,4,F10,M11,./stim/processed_extracts/fake_ad/43\35_4_40_3_va.mov,./stim/processed_extracts/audio/43/35_4_40_3_audio.wav,fake_ad,va,F,13,43
151,453,2,3,4,3,F1,M1,./stim/processed_extracts/fake_ad/1\2_4_3_3_va.mov,./stim/processed_extracts/audio/1/2_4_3_3_audio.wav,fake_ad,va,F,10,1
198,594,60,57,3,2,M16,F14,./stim/processed_extracts/fake_ad/59\57_2_60_3_va.mov,./stim/processed_extracts/audio/59/57_2_60_3_audio.wav,fake_ad,va,M,11,59
189,567,47,55,4,2,F13,M14,./stim/processed_extracts/fake_ad/48\47_4_55_2_va.mov,./stim/processed_extracts/audio/48/47_4_55_2_audio.wav,fake_ad,va,F,8,48
160,480,11,5,10,6,F4,M3,./stim/processed_extracts/fake_ad/13\5_6_11_10_va.mov,./stim/processed_extracts/audio/13/5_6_11_10_audio.wav,fake_ad,va,F,11,13
199,597,59,55,2,3,M16,F15,./stim/processed_extracts/fake_ad/60\55_3_59_2_va.mov,./stim/processed_extracts/audio/60/55_3_59_2_audio.wav,fake_ad,va,M,7,60
