subj,trial,block,date,stim,stim_order,response,rt,param_index,video_path,condition,duration,dyad,mouth_fit,eye_fit,genuineness,category,block,audio_path
55,0,0,2024-07-29T15:17:21.565Z,46_2_eyes.mov,0,yes,8103,0,./stimuli/eyes/46_2.mov,true,8,46,0.22314361077696993,-0.37187593532122043,0.4,miss,eyes,./stimuli/audio/46/2_audio.wav
55,1,0,2024-07-29T15:17:21.565Z,45_3_eyes.mov,0,no,3118,0,./stimuli/eyes/45_3.mov,true,7,45,0.16889004277659403,0.038899221686994556,0.125,miss,eyes,./stimuli/audio/45/3_audio.wav
55,2,0,2024-07-29T15:17:21.565Z,57_3_eyes.mov,0,yes,922,0,./stimuli/eyes/57_3.mov,true,13,57,0.4051063890989022,0.22300043342787418,0.8333333333333334,hit,eyes,./stimuli/audio/57/3_audio.wav
55,3,0,2024-07-29T15:17:21.565Z,52_3_eyes.mov,0,no,4834,0,./stimuli/eyes/52_3.mov,true,10,52,0.21043791277346344,0.28058110062308483,0.75,hit,eyes,./stimuli/audio/52/3_audio.wav
55,4,0,2024-07-29T15:17:21.565Z,56_2_3_eyes.mov,0,yes,2394,0,./stimuli/eyes/56_2_3.mov,fake,11,56,0.5087935566381222,-0.06663988578182624,0.75,fa,eyes,./stimuli/audio/56/2_3_audio.wav
55,5,0,2024-07-29T15:17:21.565Z,58_1_2_eyes.mov,0,yes,1496,0,./stimuli/eyes/58_1_2.mov,fake,14,58,0.10435640304664591,0.02021080964410129,0.6,fa,eyes,./stimuli/audio/58/1_2_audio.wav
55,6,0,2024-07-29T15:17:21.565Z,43_4_eyes.mov,0,yes,643,0,./stimuli/eyes/43_4.mov,true,8,43,0.3318926959502144,0.5459867646576265,0.875,hit,eyes,./stimuli/audio/43/4_audio.wav
55,7,0,2024-07-29T15:17:21.565Z,14_1_5_eyes.mov,0,no,969,0,./stimuli/eyes/14_1_5.mov,fake,8,14,0.425744218880069,-0.2822823059139167,0.6666666666666666,fa,eyes,./stimuli/audio/14/1_5_audio.wav
55,8,0,2024-07-29T15:17:21.565Z,47_3_eyes.mov,0,yes,2887,0,./stimuli/eyes/47_3.mov,true,9,47,0.20621953119091913,-0.16083945449198914,0.2,miss,eyes,./stimuli/audio/47/3_audio.wav
55,9,0,2024-07-29T15:17:21.565Z,31_7_eyes.mov,0,yes,2660,0,./stimuli/eyes/31_7.mov,true,10,31,0.2819450977061281,0.42806784940014414,1.0,hit,eyes,./stimuli/audio/31/7_audio.wav
