subj,trial,block,date,stim,stim_order,response,rt,param_index,video_path,condition,duration,dyad,mouth_fit,eye_fit,genuineness,category,block,audio_path
138,10,0,2024-07-29T20:50:13.404Z,2_2_3_mouth.mov,0,yes,1246,0,./stimuli/mouth/2_2_3.mov,fake,8,2,0.129174971279355,-0.050235536081676954,0.5714285714285714,fa,mouth,./stimuli/audio/2/2_3_audio.wav
138,11,0,2024-07-29T20:50:13.404Z,14_2_mouth.mov,0,no,1468,0,./stimuli/mouth/14_2.mov,true,7,14,0.4572036208800272,-0.1681404751306418,0.4,miss,mouth,./stimuli/audio/14/2_audio.wav
138,12,0,2024-07-29T20:50:13.404Z,31_5_9_mouth.mov,0,no,3248,0,./stimuli/mouth/31_5_9.mov,fake,8,31,-0.3194713972959606,0.30648918937054725,0.25,cr,mouth,./stimuli/audio/31/5_9_audio.wav
138,13,0,2024-07-29T20:50:13.404Z,1_2_4_3_3_mouth.mov,0,no,898,0,./stimuli/mouth/1_2_4_3_3.mov,fake,10,1,-0.3042674796373409,0.2984003203761494,0.3333333333333333,cr,mouth,./stimuli/audio/1/2_4_3_3_audio.wav
138,14,0,2024-07-29T20:50:13.404Z,8_1_mouth.mov,0,no,2247,0,./stimuli/mouth/8_1.mov,true,7,8,0.43411028057714246,-0.10019960292337136,0.42857142857142855,miss,mouth,./stimuli/audio/8/1_audio.wav
138,15,0,2024-07-29T20:50:13.404Z,31_7_mouth.mov,0,yes,3272,0,./stimuli/mouth/31_7.mov,true,10,31,0.2819450977061281,0.42806784940014414,1.0,hit,mouth,./stimuli/audio/31/7_audio.wav
138,16,0,2024-07-29T20:50:13.404Z,49_52_1_58_4_mouth.mov,0,yes,1941,0,./stimuli/mouth/49_52_1_58_4.mov,fake,7,49,0.2377582648191723,-0.22737814057092437,0.6,fa,mouth,./stimuli/audio/49/52_1_58_4_audio.wav
138,17,0,2024-07-29T20:50:13.404Z,14_1_5_mouth.mov,0,no,728,0,./stimuli/mouth/14_1_5.mov,fake,8,14,0.425744218880069,-0.2822823059139167,0.6666666666666666,fa,mouth,./stimuli/audio/14/1_5_audio.wav
138,18,0,2024-07-29T20:50:13.404Z,4_4_mouth.mov,0,yes,2837,0,./stimuli/mouth/4_4.mov,true,7,4,0.27149820146759923,0.2521458194443752,0.7142857142857143,hit,mouth,./stimuli/audio/4/4_audio.wav
138,19,0,2024-07-29T20:50:13.404Z,1_3_mouth.mov,0,yes,1247,0,./stimuli/mouth/1_3.mov,true,26,1,0.1670316296049371,0.1814596651596774,1.0,hit,mouth,./stimuli/audio/1/3_audio.wav
138,20,0,2024-07-29T20:50:13.404Z,56_2_3_mouth.mov,0,yes,761,0,./stimuli/mouth/56_2_3.mov,fake,11,56,0.5087935566381222,-0.06663988578182624,0.75,fa,mouth,./stimuli/audio/56/2_3_audio.wav
138,21,0,2024-07-29T20:50:13.404Z,28_26_5_27_6_mouth.mov,0,yes,1519,0,./stimuli/mouth/28_26_5_27_6.mov,fake,7,28,0.14365129216079786,-0.12388720765740559,0.75,fa,mouth,./stimuli/audio/28/26_5_27_6_audio.wav
138,22,0,2024-07-29T20:50:13.404Z,58_1_2_mouth.mov,0,yes,1502,0,./stimuli/mouth/58_1_2.mov,fake,14,58,0.10435640304664591,0.02021080964410129,0.6,fa,mouth,./stimuli/audio/58/1_2_audio.wav
138,23,0,2024-07-29T20:50:13.404Z,29_1_mouth.mov,0,no,2361,0,./stimuli/mouth/29_1.mov,true,6,29,0.43759910538650976,0.7861077054117834,0.8,hit,mouth,./stimuli/audio/29/1_audio.wav
138,24,0,2024-07-29T20:50:13.404Z,43_3_7_mouth.mov,0,no,3073,0,./stimuli/mouth/43_3_7.mov,fake,11,43,0.030979213372310438,-0.09750080961576384,0.75,fa,mouth,./stimuli/audio/43/3_7_audio.wav
138,25,0,2024-07-29T20:50:13.404Z,4_7_mouth.mov,0,yes,469,0,./stimuli/mouth/4_7.mov,true,19,4,0.2384833958602173,0.18368786210514884,0.8,hit,mouth,./stimuli/audio/4/7_audio.wav
138,26,0,2024-07-29T20:50:13.404Z,31_29_3_32_4_mouth.mov,0,yes,2229,0,./stimuli/mouth/31_29_3_32_4.mov,fake,11,31,0.09959067922407874,-0.018974100942408284,0.5714285714285714,fa,mouth,./stimuli/audio/31/29_3_32_4_audio.wav
138,27,0,2024-07-29T20:50:13.404Z,47_3_mouth.mov,0,no,1300,0,./stimuli/mouth/47_3.mov,true,9,47,0.20621953119091913,-0.16083945449198914,0.2,miss,mouth,./stimuli/audio/47/3_audio.wav
138,28,0,2024-07-29T20:50:13.404Z,2_1_mouth.mov,0,no,1080,0,./stimuli/mouth/2_1.mov,true,11,2,0.19621248210469247,-0.12352679664064495,0.3333333333333333,miss,mouth,./stimuli/audio/2/1_audio.wav
138,29,0,2024-07-29T20:50:13.404Z,36_3_mouth.mov,0,yes,3157,0,./stimuli/mouth/36_3.mov,true,9,36,0.329614763427785,-0.023430414005525233,0.16666666666666666,miss,mouth,./stimuli/audio/36/3_audio.wav
138,30,0,2024-07-29T20:50:13.404Z,45_3_mouth.mov,0,no,2015,0,./stimuli/mouth/45_3.mov,true,7,45,0.16889004277659403,0.038899221686994556,0.125,miss,mouth,./stimuli/audio/45/3_audio.wav
138,31,0,2024-07-29T20:50:13.404Z,54_2_6_mouth.mov,0,no,1023,0,./stimuli/mouth/54_2_6.mov,fake,9,54,-0.29618043652047055,0.3949913972066293,0.25,cr,mouth,./stimuli/audio/54/2_6_audio.wav
138,32,0,2024-07-29T20:50:13.404Z,55_4_7_mouth.mov,0,no,1535,0,./stimuli/mouth/55_4_7.mov,fake,12,55,0.07584842753372179,-0.17660186780226106,0.625,fa,mouth,./stimuli/audio/55/4_7_audio.wav
138,33,0,2024-07-29T20:50:13.404Z,22_19_3_23_2_mouth.mov,0,yes,974,0,./stimuli/mouth/22_19_3_23_2.mov,fake,11,22,0.08484422710888113,-0.043331687022501224,0.6,fa,mouth,./stimuli/audio/22/19_3_23_2_audio.wav
138,34,0,2024-07-29T20:50:13.404Z,52_3_mouth.mov,0,yes,2815,0,./stimuli/mouth/52_3.mov,true,10,52,0.21043791277346344,0.28058110062308483,0.75,hit,mouth,./stimuli/audio/52/3_audio.wav
138,35,0,2024-07-29T20:50:13.404Z,46_2_mouth.mov,0,yes,2178,0,./stimuli/mouth/46_2.mov,true,8,46,0.22314361077696993,-0.37187593532122043,0.4,miss,mouth,./stimuli/audio/46/2_audio.wav
138,36,0,2024-07-29T20:50:13.404Z,11_12_4_15_4_mouth.mov,0,yes,848,0,./stimuli/mouth/11_12_4_15_4.mov,fake,11,11,-0.44589938150044073,0.3329780195541019,0.2857142857142857,cr,mouth,./stimuli/audio/11/12_4_15_4_audio.wav
138,37,0,2024-07-29T20:50:13.404Z,12_3_mouth.mov,0,yes,864,0,./stimuli/mouth/12_3.mov,true,13,12,0.3155735483651602,-0.04266906465109103,0.42857142857142855,miss,mouth,./stimuli/audio/12/3_audio.wav
138,38,0,2024-07-29T20:50:13.404Z,58_5_mouth.mov,0,yes,2532,0,./stimuli/mouth/58_5.mov,true,10,58,0.3512393589458156,-0.10630635603297785,0.25,miss,mouth,./stimuli/audio/58/5_audio.wav
138,39,0,2024-07-29T20:50:13.404Z,3_1_6_mouth.mov,0,no,1520,0,./stimuli/mouth/3_1_6.mov,fake,7,3,-0.4642603847610854,0.43942074913705,0.25,cr,mouth,./stimuli/audio/3/1_6_audio.wav
