subj,trial,block,date,stim,stim_order,response,rt,param_index,video_path,condition,duration,dyad,mouth_fit,eye_fit,genuineness,category,block,audio_path
138,0,0,2024-07-29T20:50:13.404Z,60_1_mouth.mov,0,yes,5209,0,./stimuli/mouth/60_1.mov,true,6,60,0.4126687774525441,-0.0869895238350049,0.3333333333333333,miss,mouth,./stimuli/audio/60/1_audio.wav
138,1,0,2024-07-29T20:50:13.404Z,45_46_1_47_1_mouth.mov,0,yes,12915,0,./stimuli/mouth/45_46_1_47_1.mov,fake,10,45,-0.26192066238859296,0.2611161119528825,0.0,cr,mouth,./stimuli/audio/45/46_1_47_1_audio.wav
138,2,0,2024-07-29T20:50:13.404Z,5_1_mouth.mov,0,no,1875,0,./stimuli/mouth/5_1.mov,true,19,5,0.27128235194238964,0.3313292072657651,1.0,hit,mouth,./stimuli/audio/5/1_audio.wav
138,3,0,2024-07-29T20:50:13.404Z,57_1_mouth.mov,0,yes,3254,0,./stimuli/mouth/57_1.mov,true,11,57,0.1901594820910893,0.18849068799535393,1.0,hit,mouth,./stimuli/audio/57/1_audio.wav
138,4,0,2024-07-29T20:50:13.404Z,10_3_6_mouth.mov,0,no,2292,0,./stimuli/mouth/10_3_6.mov,fake,6,10,-0.3597339671539078,0.153488504955574,0.3333333333333333,cr,mouth,./stimuli/audio/10/3_6_audio.wav
138,5,0,2024-07-29T20:50:13.404Z,40_5_8_mouth.mov,0,no,1635,0,./stimuli/mouth/40_5_8.mov,fake,10,40,-0.1760169325241136,0.34136273084577456,0.2,cr,mouth,./stimuli/audio/40/5_8_audio.wav
138,6,0,2024-07-29T20:50:13.404Z,60_4_6_mouth.mov,0,no,689,0,./stimuli/mouth/60_4_6.mov,fake,9,60,-0.4040083525916895,0.253970190149846,0.3333333333333333,cr,mouth,./stimuli/audio/60/4_6_audio.wav
138,7,0,2024-07-29T20:50:13.404Z,43_4_mouth.mov,0,yes,3419,0,./stimuli/mouth/43_4.mov,true,8,43,0.3318926959502144,0.5459867646576265,0.875,hit,mouth,./stimuli/audio/43/4_audio.wav
138,8,0,2024-07-29T20:50:13.404Z,57_3_mouth.mov,0,no,1456,0,./stimuli/mouth/57_3.mov,true,13,57,0.4051063890989022,0.22300043342787418,0.8333333333333334,hit,mouth,./stimuli/audio/57/3_audio.wav
138,9,0,2024-07-29T20:50:13.404Z,19_17_2_25_2_mouth.mov,0,no,1796,0,./stimuli/mouth/19_17_2_25_2.mov,fake,10,19,-0.3062581015621111,0.3018231666755847,0.25,cr,mouth,./stimuli/audio/19/17_2_25_2_audio.wav
