subj,trial,block,date,stim,stim_order,response,rt,param_index,video_path,condition,duration,dyad,mouth_fit,eye_fit,genuineness,category,block,audio_path
97,0,0,2024-07-29T18:42:30.361Z,47_3_mouth.mov,0,no,3099,0,./stimuli/mouth/47_3.mov,true,9,47,0.20621953119091913,-0.16083945449198914,0.2,miss,mouth,./stimuli/audio/47/3_audio.wav
97,1,0,2024-07-29T18:42:30.361Z,43_4_mouth.mov,0,no,1879,0,./stimuli/mouth/43_4.mov,true,8,43,0.3318926959502144,0.5459867646576265,0.875,hit,mouth,./stimuli/audio/43/4_audio.wav
97,2,0,2024-07-29T18:42:30.361Z,4_7_mouth.mov,0,yes,1660,0,./stimuli/mouth/4_7.mov,true,19,4,0.2384833958602173,0.18368786210514884,0.8,hit,mouth,./stimuli/audio/4/7_audio.wav
97,3,0,2024-07-29T18:42:30.361Z,55_4_7_mouth.mov,0,yes,672,0,./stimuli/mouth/55_4_7.mov,fake,12,55,0.07584842753372179,-0.17660186780226106,0.625,fa,mouth,./stimuli/audio/55/4_7_audio.wav
97,4,0,2024-07-29T18:42:30.361Z,60_4_6_mouth.mov,0,no,5307,0,./stimuli/mouth/60_4_6.mov,fake,9,60,-0.4040083525916895,0.253970190149846,0.3333333333333333,cr,mouth,./stimuli/audio/60/4_6_audio.wav
97,5,0,2024-07-29T18:42:30.361Z,45_3_mouth.mov,0,no,3372,0,./stimuli/mouth/45_3.mov,true,7,45,0.16889004277659403,0.038899221686994556,0.125,miss,mouth,./stimuli/audio/45/3_audio.wav
97,6,0,2024-07-29T18:42:30.361Z,28_26_5_27_6_mouth.mov,0,yes,819,0,./stimuli/mouth/28_26_5_27_6.mov,fake,7,28,0.14365129216079786,-0.12388720765740559,0.75,fa,mouth,./stimuli/audio/28/26_5_27_6_audio.wav
97,7,0,2024-07-29T18:42:30.361Z,2_1_mouth.mov,0,no,404,0,./stimuli/mouth/2_1.mov,true,11,2,0.19621248210469247,-0.12352679664064495,0.3333333333333333,miss,mouth,./stimuli/audio/2/1_audio.wav
97,8,0,2024-07-29T18:42:30.361Z,40_5_8_mouth.mov,0,no,1623,0,./stimuli/mouth/40_5_8.mov,fake,10,40,-0.1760169325241136,0.34136273084577456,0.2,cr,mouth,./stimuli/audio/40/5_8_audio.wav
97,9,0,2024-07-29T18:42:30.361Z,5_1_mouth.mov,0,yes,346,0,./stimuli/mouth/5_1.mov,true,19,5,0.27128235194238964,0.3313292072657651,1.0,hit,mouth,./stimuli/audio/5/1_audio.wav
97,10,0,2024-07-29T18:42:30.361Z,19_17_2_25_2_mouth.mov,0,yes,1396,0,./stimuli/mouth/19_17_2_25_2.mov,fake,10,19,-0.3062581015621111,0.3018231666755847,0.25,cr,mouth,./stimuli/audio/19/17_2_25_2_audio.wav
97,11,0,2024-07-29T18:42:30.361Z,52_3_mouth.mov,0,yes,384,0,./stimuli/mouth/52_3.mov,true,10,52,0.21043791277346344,0.28058110062308483,0.75,hit,mouth,./stimuli/audio/52/3_audio.wav
97,12,0,2024-07-29T18:42:30.361Z,31_29_3_32_4_mouth.mov,0,yes,480,0,./stimuli/mouth/31_29_3_32_4.mov,fake,11,31,0.09959067922407874,-0.018974100942408284,0.5714285714285714,fa,mouth,./stimuli/audio/31/29_3_32_4_audio.wav
97,13,0,2024-07-29T18:42:30.361Z,58_1_2_mouth.mov,0,yes,2048,0,./stimuli/mouth/58_1_2.mov,fake,14,58,0.10435640304664591,0.02021080964410129,0.6,fa,mouth,./stimuli/audio/58/1_2_audio.wav
97,14,0,2024-07-29T18:42:30.361Z,46_2_mouth.mov,0,no,512,0,./stimuli/mouth/46_2.mov,true,8,46,0.22314361077696993,-0.37187593532122043,0.4,miss,mouth,./stimuli/audio/46/2_audio.wav
97,15,0,2024-07-29T18:42:30.361Z,29_1_mouth.mov,0,yes,456,0,./stimuli/mouth/29_1.mov,true,6,29,0.43759910538650976,0.7861077054117834,0.8,hit,mouth,./stimuli/audio/29/1_audio.wav
97,16,0,2024-07-29T18:42:30.361Z,58_5_mouth.mov,0,no,1028,0,./stimuli/mouth/58_5.mov,true,10,58,0.3512393589458156,-0.10630635603297785,0.25,miss,mouth,./stimuli/audio/58/5_audio.wav
