,index,Date,Subject,Age,Sex,TrialNumber,BlockNumber,Block,VideoPath,AudioPath,SpeakerID,ListenerID,SpeakerDyad,ListenerDyad,SpeakerExtract,ListenerExtract,Condition,SpeakerSex,Duration,CorrectResp,Resp,LikertResp,Accuracy,DisplayedDyad,listener_au,model_performance
10,142,24:14.5,1,25,m,11,3,va,./stim/processed_extracts/fake_ad/34\33_1_40_6_va.mov,./stim/processed_extracts/audio/34/33_1_40_6_audio.wav,M9,F10,33,40,1,6,fake,M,9,h,h,4,True,34,AU24,-0.23617216153636963
10,142,24:14.5,1,25,m,11,3,va,./stim/processed_extracts/fake_ad/34\33_1_40_6_va.mov,./stim/processed_extracts/audio/34/33_1_40_6_audio.wav,M9,F10,33,40,1,6,fake,M,9,h,h,4,True,34,AU25,-0.14903992336271216
10,142,24:14.5,1,25,m,11,3,va,./stim/processed_extracts/fake_ad/34\33_1_40_6_va.mov,./stim/processed_extracts/audio/34/33_1_40_6_audio.wav,M9,F10,33,40,1,6,fake,M,9,h,h,4,True,34,AU26,0.5479707291840007
10,142,24:14.5,1,25,m,11,3,va,./stim/processed_extracts/fake_ad/34\33_1_40_6_va.mov,./stim/processed_extracts/audio/34/33_1_40_6_audio.wav,M9,F10,33,40,1,6,fake,M,9,h,h,4,True,34,AU28,0.07773169097694589
10,142,24:14.5,1,25,m,11,3,va,./stim/processed_extracts/fake_ad/34\33_1_40_6_va.mov,./stim/processed_extracts/audio/34/33_1_40_6_audio.wav,M9,F10,33,40,1,6,fake,M,9,h,h,4,True,34,AU43,-0.6369560004842812
10,142,24:14.5,1,25,m,11,3,va,./stim/processed_extracts/fake_ad/34\33_1_40_6_va.mov,./stim/processed_extracts/audio/34/33_1_40_6_audio.wav,M9,F10,33,40,1,6,fake,M,9,h,h,4,True,34,Pitch,-0.5451984288911326
11,143,24:14.5,1,25,m,12,3,va,./stim/processed_extracts/fake/24\1_2_va.mov,./stim/processed_extracts/audio/24/1_2_audio.wav,M8,F5,24,24,2,1,fake,M,7,h,g,2,False,24,AU12,-0.0020857648340072118
11,143,24:14.5,1,25,m,12,3,va,./stim/processed_extracts/fake/24\1_2_va.mov,./stim/processed_extracts/audio/24/1_2_audio.wav,M8,F5,24,24,2,1,fake,M,7,h,g,2,False,24,AU14,0.4469286026645904
11,143,24:14.5,1,25,m,12,3,va,./stim/processed_extracts/fake/24\1_2_va.mov,./stim/processed_extracts/audio/24/1_2_audio.wav,M8,F5,24,24,2,1,fake,M,7,h,g,2,False,24,AU15,0.23864687300973306
11,143,24:14.5,1,25,m,12,3,va,./stim/processed_extracts/fake/24\1_2_va.mov,./stim/processed_extracts/audio/24/1_2_audio.wav,M8,F5,24,24,2,1,fake,M,7,h,g,2,False,24,AU17,0.3815189988505919
11,143,24:14.5,1,25,m,12,3,va,./stim/processed_extracts/fake/24\1_2_va.mov,./stim/processed_extracts/audio/24/1_2_audio.wav,M8,F5,24,24,2,1,fake,M,7,h,g,2,False,24,AU23,0.03528976429075568
11,143,24:14.5,1,25,m,12,3,va,./stim/processed_extracts/fake/24\1_2_va.mov,./stim/processed_extracts/audio/24/1_2_audio.wav,M8,F5,24,24,2,1,fake,M,7,h,g,2,False,24,AU24,-0.0935900137199922
11,143,24:14.5,1,25,m,12,3,va,./stim/processed_extracts/fake/24\1_2_va.mov,./stim/processed_extracts/audio/24/1_2_audio.wav,M8,F5,24,24,2,1,fake,M,7,h,g,2,False,24,AU25,0.005546477341435879
11,143,24:14.5,1,25,m,12,3,va,./stim/processed_extracts/fake/24\1_2_va.mov,./stim/processed_extracts/audio/24/1_2_audio.wav,M8,F5,24,24,2,1,fake,M,7,h,g,2,False,24,AU26,0.5595047123621083
11,143,24:14.5,1,25,m,12,3,va,./stim/processed_extracts/fake/24\1_2_va.mov,./stim/processed_extracts/audio/24/1_2_audio.wav,M8,F5,24,24,2,1,fake,M,7,h,g,2,False,24,AU28,-0.08959994309697943
11,143,24:14.5,1,25,m,12,3,va,./stim/processed_extracts/fake/24\1_2_va.mov,./stim/processed_extracts/audio/24/1_2_audio.wav,M8,F5,24,24,2,1,fake,M,7,h,g,2,False,24,AU43,0.02835004113127146
11,143,24:14.5,1,25,m,12,3,va,./stim/processed_extracts/fake/24\1_2_va.mov,./stim/processed_extracts/audio/24/1_2_audio.wav,M8,F5,24,24,2,1,fake,M,7,h,g,2,False,24,Pitch,-0.41906471903157966
12,144,24:14.5,1,25,m,13,3,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,g,3,False,2,AU12,-0.20323285263072605
12,144,24:14.5,1,25,m,13,3,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,g,3,False,2,AU14,-0.1088898688827288
12,144,24:14.5,1,25,m,13,3,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,g,3,False,2,AU15,0.043088392604470734
12,144,24:14.5,1,25,m,13,3,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,g,3,False,2,AU17,0.12924996511946116
12,144,24:14.5,1,25,m,13,3,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,g,3,False,2,AU23,0.07426782020067865
12,144,24:14.5,1,25,m,13,3,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,g,3,False,2,AU24,-0.017714813058661193
12,144,24:14.5,1,25,m,13,3,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,g,3,False,2,AU25,0.07267325196299992
12,144,24:14.5,1,25,m,13,3,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,g,3,False,2,AU26,-0.06309534074294544
12,144,24:14.5,1,25,m,13,3,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,g,3,False,2,AU28,-0.07357439160807308
12,144,24:14.5,1,25,m,13,3,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,g,3,False,2,AU43,-0.049376709648821494
12,144,24:14.5,1,25,m,13,3,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,g,3,False,2,Pitch,0.009967782500736993
13,145,24:14.5,1,25,m,14,3,va,./stim/processed_extracts/fake_ad/7\6_1_8_2_va.mov,./stim/processed_extracts/audio/7/6_1_8_2_audio.wav,F3,M4,6,8,1,2,fake,F,7,h,h,3,True,7,AU12,0.2545764953260444
13,145,24:14.5,1,25,m,14,3,va,./stim/processed_extracts/fake_ad/7\6_1_8_2_va.mov,./stim/processed_extracts/audio/7/6_1_8_2_audio.wav,F3,M4,6,8,1,2,fake,F,7,h,h,3,True,7,AU14,0.44325039316475795
13,145,24:14.5,1,25,m,14,3,va,./stim/processed_extracts/fake_ad/7\6_1_8_2_va.mov,./stim/processed_extracts/audio/7/6_1_8_2_audio.wav,F3,M4,6,8,1,2,fake,F,7,h,h,3,True,7,AU15,-0.15971972054660877
13,145,24:14.5,1,25,m,14,3,va,./stim/processed_extracts/fake_ad/7\6_1_8_2_va.mov,./stim/processed_extracts/audio/7/6_1_8_2_audio.wav,F3,M4,6,8,1,2,fake,F,7,h,h,3,True,7,AU17,0.1798162216891323
13,145,24:14.5,1,25,m,14,3,va,./stim/processed_extracts/fake_ad/7\6_1_8_2_va.mov,./stim/processed_extracts/audio/7/6_1_8_2_audio.wav,F3,M4,6,8,1,2,fake,F,7,h,h,3,True,7,AU23,0.3297336702540815
13,145,24:14.5,1,25,m,14,3,va,./stim/processed_extracts/fake_ad/7\6_1_8_2_va.mov,./stim/processed_extracts/audio/7/6_1_8_2_audio.wav,F3,M4,6,8,1,2,fake,F,7,h,h,3,True,7,AU24,-0.1432663182824504
13,145,24:14.5,1,25,m,14,3,va,./stim/processed_extracts/fake_ad/7\6_1_8_2_va.mov,./stim/processed_extracts/audio/7/6_1_8_2_audio.wav,F3,M4,6,8,1,2,fake,F,7,h,h,3,True,7,AU25,-0.3087053970134992
13,145,24:14.5,1,25,m,14,3,va,./stim/processed_extracts/fake_ad/7\6_1_8_2_va.mov,./stim/processed_extracts/audio/7/6_1_8_2_audio.wav,F3,M4,6,8,1,2,fake,F,7,h,h,3,True,7,AU26,0.009268199037830967
13,145,24:14.5,1,25,m,14,3,va,./stim/processed_extracts/fake_ad/7\6_1_8_2_va.mov,./stim/processed_extracts/audio/7/6_1_8_2_audio.wav,F3,M4,6,8,1,2,fake,F,7,h,h,3,True,7,AU28,0.07050884800753904
13,145,24:14.5,1,25,m,14,3,va,./stim/processed_extracts/fake_ad/7\6_1_8_2_va.mov,./stim/processed_extracts/audio/7/6_1_8_2_audio.wav,F3,M4,6,8,1,2,fake,F,7,h,h,3,True,7,AU43,0.021768902790800945
13,145,24:14.5,1,25,m,14,3,va,./stim/processed_extracts/fake_ad/7\6_1_8_2_va.mov,./stim/processed_extracts/audio/7/6_1_8_2_audio.wav,F3,M4,6,8,1,2,fake,F,7,h,h,3,True,7,Pitch,0.05167389835484343
14,146,24:14.5,1,25,m,15,3,va,./stim/processed_extracts/true/58\3_va.mov,./stim/processed_extracts/audio/58/3_audio.wav,F15,M15,58,58,3,3,true,F,9,g,g,3,True,58,AU12,-0.055906009806082374
14,146,24:14.5,1,25,m,15,3,va,./stim/processed_extracts/true/58\3_va.mov,./stim/processed_extracts/audio/58/3_audio.wav,F15,M15,58,58,3,3,true,F,9,g,g,3,True,58,AU14,0.31127243996336806
14,146,24:14.5,1,25,m,15,3,va,./stim/processed_extracts/true/58\3_va.mov,./stim/processed_extracts/audio/58/3_audio.wav,F15,M15,58,58,3,3,true,F,9,g,g,3,True,58,AU15,-0.4585826873488569
14,146,24:14.5,1,25,m,15,3,va,./stim/processed_extracts/true/58\3_va.mov,./stim/processed_extracts/audio/58/3_audio.wav,F15,M15,58,58,3,3,true,F,9,g,g,3,True,58,AU17,-0.29525671096772554
14,146,24:14.5,1,25,m,15,3,va,./stim/processed_extracts/true/58\3_va.mov,./stim/processed_extracts/audio/58/3_audio.wav,F15,M15,58,58,3,3,true,F,9,g,g,3,True,58,AU23,-0.2745223435863466
14,146,24:14.5,1,25,m,15,3,va,./stim/processed_extracts/true/58\3_va.mov,./stim/processed_extracts/audio/58/3_audio.wav,F15,M15,58,58,3,3,true,F,9,g,g,3,True,58,AU24,0.20008007906711248
14,146,24:14.5,1,25,m,15,3,va,./stim/processed_extracts/true/58\3_va.mov,./stim/processed_extracts/audio/58/3_audio.wav,F15,M15,58,58,3,3,true,F,9,g,g,3,True,58,AU25,-0.1645995134788051
14,146,24:14.5,1,25,m,15,3,va,./stim/processed_extracts/true/58\3_va.mov,./stim/processed_extracts/audio/58/3_audio.wav,F15,M15,58,58,3,3,true,F,9,g,g,3,True,58,AU26,-0.02586625798211648
14,146,24:14.5,1,25,m,15,3,va,./stim/processed_extracts/true/58\3_va.mov,./stim/processed_extracts/audio/58/3_audio.wav,F15,M15,58,58,3,3,true,F,9,g,g,3,True,58,AU28,0.5441049320357808
14,146,24:14.5,1,25,m,15,3,va,./stim/processed_extracts/true/58\3_va.mov,./stim/processed_extracts/audio/58/3_audio.wav,F15,M15,58,58,3,3,true,F,9,g,g,3,True,58,AU43,0.4244755543437442
14,146,24:14.5,1,25,m,15,3,va,./stim/processed_extracts/true/58\3_va.mov,./stim/processed_extracts/audio/58/3_audio.wav,F15,M15,58,58,3,3,true,F,9,g,g,3,True,58,Pitch,-0.5646573945088783
15,147,24:14.5,1,25,m,16,3,va,./stim/processed_extracts/fake_ad/13\5_6_11_10_va.mov,./stim/processed_extracts/audio/13/5_6_11_10_audio.wav,F4,M3,11,5,10,6,fake,F,11,h,g,3,False,13,AU12,-0.14259807505328073
15,147,24:14.5,1,25,m,16,3,va,./stim/processed_extracts/fake_ad/13\5_6_11_10_va.mov,./stim/processed_extracts/audio/13/5_6_11_10_audio.wav,F4,M3,11,5,10,6,fake,F,11,h,g,3,False,13,AU14,0.09337951917072333
15,147,24:14.5,1,25,m,16,3,va,./stim/processed_extracts/fake_ad/13\5_6_11_10_va.mov,./stim/processed_extracts/audio/13/5_6_11_10_audio.wav,F4,M3,11,5,10,6,fake,F,11,h,g,3,False,13,AU15,0.10904066237964304
15,147,24:14.5,1,25,m,16,3,va,./stim/processed_extracts/fake_ad/13\5_6_11_10_va.mov,./stim/processed_extracts/audio/13/5_6_11_10_audio.wav,F4,M3,11,5,10,6,fake,F,11,h,g,3,False,13,AU17,0.40075115585470705
15,147,24:14.5,1,25,m,16,3,va,./stim/processed_extracts/fake_ad/13\5_6_11_10_va.mov,./stim/processed_extracts/audio/13/5_6_11_10_audio.wav,F4,M3,11,5,10,6,fake,F,11,h,g,3,False,13,AU23,-0.3109354388814184
15,147,24:14.5,1,25,m,16,3,va,./stim/processed_extracts/fake_ad/13\5_6_11_10_va.mov,./stim/processed_extracts/audio/13/5_6_11_10_audio.wav,F4,M3,11,5,10,6,fake,F,11,h,g,3,False,13,AU24,0.08493470330971736
15,147,24:14.5,1,25,m,16,3,va,./stim/processed_extracts/fake_ad/13\5_6_11_10_va.mov,./stim/processed_extracts/audio/13/5_6_11_10_audio.wav,F4,M3,11,5,10,6,fake,F,11,h,g,3,False,13,AU25,0.1955981192438071
15,147,24:14.5,1,25,m,16,3,va,./stim/processed_extracts/fake_ad/13\5_6_11_10_va.mov,./stim/processed_extracts/audio/13/5_6_11_10_audio.wav,F4,M3,11,5,10,6,fake,F,11,h,g,3,False,13,AU26,0.06432469147304508
15,147,24:14.5,1,25,m,16,3,va,./stim/processed_extracts/fake_ad/13\5_6_11_10_va.mov,./stim/processed_extracts/audio/13/5_6_11_10_audio.wav,F4,M3,11,5,10,6,fake,F,11,h,g,3,False,13,AU28,0.019308292091571436
15,147,24:14.5,1,25,m,16,3,va,./stim/processed_extracts/fake_ad/13\5_6_11_10_va.mov,./stim/processed_extracts/audio/13/5_6_11_10_audio.wav,F4,M3,11,5,10,6,fake,F,11,h,g,3,False,13,AU43,0.36864408987594816
15,147,24:14.5,1,25,m,16,3,va,./stim/processed_extracts/fake_ad/13\5_6_11_10_va.mov,./stim/processed_extracts/audio/13/5_6_11_10_audio.wav,F4,M3,11,5,10,6,fake,F,11,h,g,3,False,13,Pitch,0.08481154427728561
16,148,24:14.5,1,25,m,17,3,va,./stim/processed_extracts/true/18\4_va.mov,./stim/processed_extracts/audio/18/4_audio.wav,M5,F5,18,18,4,4,true,M,9,g,h,2,False,18,AU12,0.11323771921367387
16,148,24:14.5,1,25,m,17,3,va,./stim/processed_extracts/true/18\4_va.mov,./stim/processed_extracts/audio/18/4_audio.wav,M5,F5,18,18,4,4,true,M,9,g,h,2,False,18,AU14,0.1814904027717149
16,148,24:14.5,1,25,m,17,3,va,./stim/processed_extracts/true/18\4_va.mov,./stim/processed_extracts/audio/18/4_audio.wav,M5,F5,18,18,4,4,true,M,9,g,h,2,False,18,AU15,0.016507468531442818
16,148,24:14.5,1,25,m,17,3,va,./stim/processed_extracts/true/18\4_va.mov,./stim/processed_extracts/audio/18/4_audio.wav,M5,F5,18,18,4,4,true,M,9,g,h,2,False,18,AU17,0.024816704458617857
16,148,24:14.5,1,25,m,17,3,va,./stim/processed_extracts/true/18\4_va.mov,./stim/processed_extracts/audio/18/4_audio.wav,M5,F5,18,18,4,4,true,M,9,g,h,2,False,18,AU23,-0.04681147274313873
16,148,24:14.5,1,25,m,17,3,va,./stim/processed_extracts/true/18\4_va.mov,./stim/processed_extracts/audio/18/4_audio.wav,M5,F5,18,18,4,4,true,M,9,g,h,2,False,18,AU24,0.018356379136002837
16,148,24:14.5,1,25,m,17,3,va,./stim/processed_extracts/true/18\4_va.mov,./stim/processed_extracts/audio/18/4_audio.wav,M5,F5,18,18,4,4,true,M,9,g,h,2,False,18,AU25,0.07171588587740695
16,148,24:14.5,1,25,m,17,3,va,./stim/processed_extracts/true/18\4_va.mov,./stim/processed_extracts/audio/18/4_audio.wav,M5,F5,18,18,4,4,true,M,9,g,h,2,False,18,AU26,-0.14839544123867643
16,148,24:14.5,1,25,m,17,3,va,./stim/processed_extracts/true/18\4_va.mov,./stim/processed_extracts/audio/18/4_audio.wav,M5,F5,18,18,4,4,true,M,9,g,h,2,False,18,AU28,-0.17463032524437513
16,148,24:14.5,1,25,m,17,3,va,./stim/processed_extracts/true/18\4_va.mov,./stim/processed_extracts/audio/18/4_audio.wav,M5,F5,18,18,4,4,true,M,9,g,h,2,False,18,AU43,0.04032842108465002
16,148,24:14.5,1,25,m,17,3,va,./stim/processed_extracts/true/18\4_va.mov,./stim/processed_extracts/audio/18/4_audio.wav,M5,F5,18,18,4,4,true,M,9,g,h,2,False,18,Pitch,0.42254000282517246
17,149,24:14.5,1,25,m,18,3,va,./stim/processed_extracts/true/28\3_va.mov,./stim/processed_extracts/audio/28/3_audio.wav,F7,M8,28,28,3,3,true,F,6,g,g,1,True,28,AU12,0.011417146405312557
17,149,24:14.5,1,25,m,18,3,va,./stim/processed_extracts/true/28\3_va.mov,./stim/processed_extracts/audio/28/3_audio.wav,F7,M8,28,28,3,3,true,F,6,g,g,1,True,28,AU14,-0.09065246703950372
17,149,24:14.5,1,25,m,18,3,va,./stim/processed_extracts/true/28\3_va.mov,./stim/processed_extracts/audio/28/3_audio.wav,F7,M8,28,28,3,3,true,F,6,g,g,1,True,28,AU15,0.13747784138549518
17,149,24:14.5,1,25,m,18,3,va,./stim/processed_extracts/true/28\3_va.mov,./stim/processed_extracts/audio/28/3_audio.wav,F7,M8,28,28,3,3,true,F,6,g,g,1,True,28,AU17,0.053094553066696686
17,149,24:14.5,1,25,m,18,3,va,./stim/processed_extracts/true/28\3_va.mov,./stim/processed_extracts/audio/28/3_audio.wav,F7,M8,28,28,3,3,true,F,6,g,g,1,True,28,AU23,0.0735258963952511
17,149,24:14.5,1,25,m,18,3,va,./stim/processed_extracts/true/28\3_va.mov,./stim/processed_extracts/audio/28/3_audio.wav,F7,M8,28,28,3,3,true,F,6,g,g,1,True,28,AU24,0.2619041440729052
17,149,24:14.5,1,25,m,18,3,va,./stim/processed_extracts/true/28\3_va.mov,./stim/processed_extracts/audio/28/3_audio.wav,F7,M8,28,28,3,3,true,F,6,g,g,1,True,28,AU25,0.5968474532255177
17,149,24:14.5,1,25,m,18,3,va,./stim/processed_extracts/true/28\3_va.mov,./stim/processed_extracts/audio/28/3_audio.wav,F7,M8,28,28,3,3,true,F,6,g,g,1,True,28,AU26,0.10464930764452861
17,149,24:14.5,1,25,m,18,3,va,./stim/processed_extracts/true/28\3_va.mov,./stim/processed_extracts/audio/28/3_audio.wav,F7,M8,28,28,3,3,true,F,6,g,g,1,True,28,AU28,0.21142289027783104
17,149,24:14.5,1,25,m,18,3,va,./stim/processed_extracts/true/28\3_va.mov,./stim/processed_extracts/audio/28/3_audio.wav,F7,M8,28,28,3,3,true,F,6,g,g,1,True,28,AU43,-0.18351445990384965
17,149,24:14.5,1,25,m,18,3,va,./stim/processed_extracts/true/28\3_va.mov,./stim/processed_extracts/audio/28/3_audio.wav,F7,M8,28,28,3,3,true,F,6,g,g,1,True,28,Pitch,-0.16229546847268042
18,150,24:14.5,1,25,m,19,3,va,./stim/processed_extracts/true/57\3_va.mov,./stim/processed_extracts/audio/57/3_audio.wav,M15,F14,57,57,3,3,true,M,13,g,g,3,True,57,AU12,-0.024239046680452146
18,150,24:14.5,1,25,m,19,3,va,./stim/processed_extracts/true/57\3_va.mov,./stim/processed_extracts/audio/57/3_audio.wav,M15,F14,57,57,3,3,true,M,13,g,g,3,True,57,AU14,0.019899438278548034
18,150,24:14.5,1,25,m,19,3,va,./stim/processed_extracts/true/57\3_va.mov,./stim/processed_extracts/audio/57/3_audio.wav,M15,F14,57,57,3,3,true,M,13,g,g,3,True,57,AU15,0.02281354547471513
18,150,24:14.5,1,25,m,19,3,va,./stim/processed_extracts/true/57\3_va.mov,./stim/processed_extracts/audio/57/3_audio.wav,M15,F14,57,57,3,3,true,M,13,g,g,3,True,57,AU17,0.4058923986187011
18,150,24:14.5,1,25,m,19,3,va,./stim/processed_extracts/true/57\3_va.mov,./stim/processed_extracts/audio/57/3_audio.wav,M15,F14,57,57,3,3,true,M,13,g,g,3,True,57,AU23,-0.4624402117259845
18,150,24:14.5,1,25,m,19,3,va,./stim/processed_extracts/true/57\3_va.mov,./stim/processed_extracts/audio/57/3_audio.wav,M15,F14,57,57,3,3,true,M,13,g,g,3,True,57,AU24,0.10236570941198936
18,150,24:14.5,1,25,m,19,3,va,./stim/processed_extracts/true/57\3_va.mov,./stim/processed_extracts/audio/57/3_audio.wav,M15,F14,57,57,3,3,true,M,13,g,g,3,True,57,AU25,-0.031913559746965116
18,150,24:14.5,1,25,m,19,3,va,./stim/processed_extracts/true/57\3_va.mov,./stim/processed_extracts/audio/57/3_audio.wav,M15,F14,57,57,3,3,true,M,13,g,g,3,True,57,AU26,-0.07360898097196177
18,150,24:14.5,1,25,m,19,3,va,./stim/processed_extracts/true/57\3_va.mov,./stim/processed_extracts/audio/57/3_audio.wav,M15,F14,57,57,3,3,true,M,13,g,g,3,True,57,AU28,0.13238295540747275
18,150,24:14.5,1,25,m,19,3,va,./stim/processed_extracts/true/57\3_va.mov,./stim/processed_extracts/audio/57/3_audio.wav,M15,F14,57,57,3,3,true,M,13,g,g,3,True,57,AU43,0.22245729882936174
18,150,24:14.5,1,25,m,19,3,va,./stim/processed_extracts/true/57\3_va.mov,./stim/processed_extracts/audio/57/3_audio.wav,M15,F14,57,57,3,3,true,M,13,g,g,3,True,57,Pitch,-0.3328961336816861
19,151,24:14.5,1,25,m,20,3,va,./stim/processed_extracts/true/23\1_va.mov,./stim/processed_extracts/audio/23/1_audio.wav,M5,F7,23,23,1,1,true,M,9,g,h,2,False,23,AU12,0.43716417043470507
19,151,24:14.5,1,25,m,20,3,va,./stim/processed_extracts/true/23\1_va.mov,./stim/processed_extracts/audio/23/1_audio.wav,M5,F7,23,23,1,1,true,M,9,g,h,2,False,23,AU14,0.3386481124566814
19,151,24:14.5,1,25,m,20,3,va,./stim/processed_extracts/true/23\1_va.mov,./stim/processed_extracts/audio/23/1_audio.wav,M5,F7,23,23,1,1,true,M,9,g,h,2,False,23,AU15,0.6264524874047644
19,151,24:14.5,1,25,m,20,3,va,./stim/processed_extracts/true/23\1_va.mov,./stim/processed_extracts/audio/23/1_audio.wav,M5,F7,23,23,1,1,true,M,9,g,h,2,False,23,AU17,0.5479235860983833
19,151,24:14.5,1,25,m,20,3,va,./stim/processed_extracts/true/23\1_va.mov,./stim/processed_extracts/audio/23/1_audio.wav,M5,F7,23,23,1,1,true,M,9,g,h,2,False,23,AU23,0.38825158047044867
19,151,24:14.5,1,25,m,20,3,va,./stim/processed_extracts/true/23\1_va.mov,./stim/processed_extracts/audio/23/1_audio.wav,M5,F7,23,23,1,1,true,M,9,g,h,2,False,23,AU24,-0.3511546510467021
19,151,24:14.5,1,25,m,20,3,va,./stim/processed_extracts/true/23\1_va.mov,./stim/processed_extracts/audio/23/1_audio.wav,M5,F7,23,23,1,1,true,M,9,g,h,2,False,23,AU25,0.00392729137591645
19,151,24:14.5,1,25,m,20,3,va,./stim/processed_extracts/true/23\1_va.mov,./stim/processed_extracts/audio/23/1_audio.wav,M5,F7,23,23,1,1,true,M,9,g,h,2,False,23,AU26,-0.09244636762427126
19,151,24:14.5,1,25,m,20,3,va,./stim/processed_extracts/true/23\1_va.mov,./stim/processed_extracts/audio/23/1_audio.wav,M5,F7,23,23,1,1,true,M,9,g,h,2,False,23,AU28,-0.42666006562998393
19,151,24:14.5,1,25,m,20,3,va,./stim/processed_extracts/true/23\1_va.mov,./stim/processed_extracts/audio/23/1_audio.wav,M5,F7,23,23,1,1,true,M,9,g,h,2,False,23,AU43,0.32848225364689027
19,151,24:14.5,1,25,m,20,3,va,./stim/processed_extracts/true/23\1_va.mov,./stim/processed_extracts/audio/23/1_audio.wav,M5,F7,23,23,1,1,true,M,9,g,h,2,False,23,Pitch,0.08197100460787601
20,152,24:14.5,1,25,m,21,3,va,./stim/processed_extracts/fake/14\1_5_va.mov,./stim/processed_extracts/audio/14/1_5_audio.wav,M3,F3,14,14,1,5,fake,M,8,h,g,3,False,14,AU12,-0.02785600229125367
20,152,24:14.5,1,25,m,21,3,va,./stim/processed_extracts/fake/14\1_5_va.mov,./stim/processed_extracts/audio/14/1_5_audio.wav,M3,F3,14,14,1,5,fake,M,8,h,g,3,False,14,AU14,-0.2242175389372876
20,152,24:14.5,1,25,m,21,3,va,./stim/processed_extracts/fake/14\1_5_va.mov,./stim/processed_extracts/audio/14/1_5_audio.wav,M3,F3,14,14,1,5,fake,M,8,h,g,3,False,14,AU15,0.2612897429958071
20,152,24:14.5,1,25,m,21,3,va,./stim/processed_extracts/fake/14\1_5_va.mov,./stim/processed_extracts/audio/14/1_5_audio.wav,M3,F3,14,14,1,5,fake,M,8,h,g,3,False,14,AU17,0.422568240617996
20,152,24:14.5,1,25,m,21,3,va,./stim/processed_extracts/fake/14\1_5_va.mov,./stim/processed_extracts/audio/14/1_5_audio.wav,M3,F3,14,14,1,5,fake,M,8,h,g,3,False,14,AU23,0.12087149659060689
20,152,24:14.5,1,25,m,21,3,va,./stim/processed_extracts/fake/14\1_5_va.mov,./stim/processed_extracts/audio/14/1_5_audio.wav,M3,F3,14,14,1,5,fake,M,8,h,g,3,False,14,AU24,0.25815529697408784
20,152,24:14.5,1,25,m,21,3,va,./stim/processed_extracts/fake/14\1_5_va.mov,./stim/processed_extracts/audio/14/1_5_audio.wav,M3,F3,14,14,1,5,fake,M,8,h,g,3,False,14,AU25,0.42839117535802423
20,152,24:14.5,1,25,m,21,3,va,./stim/processed_extracts/fake/14\1_5_va.mov,./stim/processed_extracts/audio/14/1_5_audio.wav,M3,F3,14,14,1,5,fake,M,8,h,g,3,False,14,AU26,0.06370634742694105
20,152,24:14.5,1,25,m,21,3,va,./stim/processed_extracts/fake/14\1_5_va.mov,./stim/processed_extracts/audio/14/1_5_audio.wav,M3,F3,14,14,1,5,fake,M,8,h,g,3,False,14,AU28,0.06317668477537337
20,152,24:14.5,1,25,m,21,3,va,./stim/processed_extracts/fake/14\1_5_va.mov,./stim/processed_extracts/audio/14/1_5_audio.wav,M3,F3,14,14,1,5,fake,M,8,h,g,3,False,14,AU43,-0.28268267053272816
20,152,24:14.5,1,25,m,21,3,va,./stim/processed_extracts/fake/14\1_5_va.mov,./stim/processed_extracts/audio/14/1_5_audio.wav,M3,F3,14,14,1,5,fake,M,8,h,g,3,False,14,Pitch,-0.14885117690765548
21,153,24:14.5,1,25,m,22,3,va,./stim/processed_extracts/true/24\3_va.mov,./stim/processed_extracts/audio/24/3_audio.wav,F5,M8,24,24,3,3,true,F,10,g,g,2,True,24,AU12,-0.01289289893549362
21,153,24:14.5,1,25,m,22,3,va,./stim/processed_extracts/true/24\3_va.mov,./stim/processed_extracts/audio/24/3_audio.wav,F5,M8,24,24,3,3,true,F,10,g,g,2,True,24,AU14,0.24203219287971686
