,index,Date,Subject,Age,Sex,TrialNumber,BlockNumber,Block,VideoPath,AudioPath,SpeakerID,ListenerID,SpeakerDyad,ListenerDyad,SpeakerExtract,ListenerExtract,Condition,SpeakerSex,Duration,CorrectResp,Resp,LikertResp,Accuracy,DisplayedDyad
262,64,2023-12-01 12:34:42.730246,12,20,m,65,2,va,./stim/processed_extracts/true/44\2_va.mov,./stim/processed_extracts/audio/44/2_audio.wav,F10,M12,44,44,2,2,TRUE,F,12,g,g,2,True,44
263,65,2023-12-01 12:34:42.730246,12,20,m,66,2,va,./stim/processed_extracts/true/13\6_va.mov,./stim/processed_extracts/audio/13/6_audio.wav,F4,M3,13,13,6,6,TRUE,F,18,g,g,3,True,13
264,0,2023-12-01 12:35:31.573508,13,21,f/m,1,2,va,./stim/processed_extracts/true/11\7_va.mov,./stim/processed_extracts/audio/11/7_audio.wav,F4,M2,11,11,7,7,TRUE,F,22,g,g,3,True,11
265,1,2023-12-01 12:35:31.573508,13,21,f/m,2,2,va,./stim/processed_extracts/true/8\1_va.mov,./stim/processed_extracts/audio/8/1_audio.wav,M4,F4,8,8,1,1,TRUE,M,7,g,h,1,False,8
266,2,2023-12-01 12:35:31.573508,13,21,f/m,3,2,va,./stim/processed_extracts/true/21\2_va.mov,./stim/processed_extracts/audio/21/2_audio.wav,M7,F5,21,21,2,2,TRUE,M,15,g,h,3,False,21
267,3,2023-12-01 12:35:31.573508,13,21,f/m,4,2,va,./stim/processed_extracts/fake/47\5_6_va.mov,./stim/processed_extracts/audio/47/5_6_audio.wav,F13,M13,47,47,6,5,fake_wd,F,12,h,h,2,True,47
268,4,2023-12-01 12:35:31.573508,13,21,f/m,5,2,va,./stim/processed_extracts/true/60\5_va.mov,./stim/processed_extracts/audio/60/5_audio.wav,M16,F15,60,60,5,5,TRUE,M,14,g,g,3,True,60
269,5,2023-12-01 12:35:31.573508,13,21,f/m,6,2,va,./stim/processed_extracts/fake_ad/47\45_1_56_4_va.mov,./stim/processed_extracts/audio/47/45_1_56_4_audio.wav,F13,M13,56,45,4,1,fake_ad,F,9,h,g,3,False,47
270,6,2023-12-01 12:35:31.573508,13,21,f/m,7,2,va,./stim/processed_extracts/true/9\2_va.mov,./stim/processed_extracts/audio/9/2_audio.wav,M4,F1,9,9,2,2,TRUE,M,6,g,g,4,True,9
271,7,2023-12-01 12:35:31.574505,13,21,f/m,8,2,va,./stim/processed_extracts/fake/45\2_4_va.mov,./stim/processed_extracts/audio/45/2_4_audio.wav,F12,M13,45,45,4,2,fake_wd,F,9,h,h,4,True,45
272,8,2023-12-01 12:35:31.574505,13,21,f/m,9,2,va,./stim/processed_extracts/fake/48\3_4_va.mov,./stim/processed_extracts/audio/48/3_4_audio.wav,F13,M14,48,48,4,3,fake_wd,F,10,h,g,3,False,48
273,9,2023-12-01 12:35:31.574505,13,21,f/m,10,2,va,./stim/processed_extracts/fake_ad/60\55_3_59_2_va.mov,./stim/processed_extracts/audio/60/55_3_59_2_audio.wav,M16,F15,59,55,2,3,fake_ad,M,7,h,h,4,True,60
274,10,2023-12-01 12:35:31.574505,13,21,f/m,11,2,va,./stim/processed_extracts/true/32\3_va.mov,./stim/processed_extracts/audio/32/3_audio.wav,F9,M10,32,32,3,3,TRUE,F,11,g,g,3,True,32
275,11,2023-12-01 12:35:31.574505,13,21,f/m,12,2,va,./stim/processed_extracts/true/23\1_va.mov,./stim/processed_extracts/audio/23/1_audio.wav,M5,F7,23,23,1,1,TRUE,M,9,g,h,1,False,23
276,12,2023-12-01 12:35:31.574505,13,21,f/m,13,2,va,./stim/processed_extracts/fake/54\7_8_va.mov,./stim/processed_extracts/audio/54/7_8_audio.wav,M13,F15,54,54,7,8,fake_wd,M,10,h,h,2,True,54
277,13,2023-12-01 12:35:31.574505,13,21,f/m,14,2,va,./stim/processed_extracts/true/54\1_va.mov,./stim/processed_extracts/audio/54/1_audio.wav,F15,M13,54,54,1,1,TRUE,F,7,g,g,2,True,54
278,14,2023-12-01 12:35:31.574505,13,21,f/m,15,2,va,./stim/processed_extracts/true/12\3_va.mov,./stim/processed_extracts/audio/12/3_audio.wav,F4,M1,12,12,3,3,TRUE,F,13,g,h,4,False,12
279,15,2023-12-01 12:35:31.574505,13,21,f/m,16,2,va,./stim/processed_extracts/fake_ad/13\5_6_11_10_va.mov,./stim/processed_extracts/audio/13/5_6_11_10_audio.wav,F4,M3,11,5,10,6,fake_ad,F,11,h,g,3,False,13
280,16,2023-12-01 12:35:31.574505,13,21,f/m,17,2,va,./stim/processed_extracts/fake/13\1_4_va.mov,./stim/processed_extracts/audio/13/1_4_audio.wav,M3,F4,13,13,4,1,fake_wd,M,14,h,g,1,False,13
281,17,2023-12-01 12:35:31.574505,13,21,f/m,18,2,va,./stim/processed_extracts/true/43\4_va.mov,./stim/processed_extracts/audio/43/4_audio.wav,M11,F10,43,43,4,4,TRUE,M,8,g,g,3,True,43
282,18,2023-12-01 12:35:31.574505,13,21,f/m,19,2,va,./stim/processed_extracts/fake/32\2_5_va.mov,./stim/processed_extracts/audio/32/2_5_audio.wav,F9,M10,32,32,5,2,fake_wd,F,6,h,g,2,False,32
283,19,2023-12-01 12:35:31.574505,13,21,f/m,20,2,va,./stim/processed_extracts/fake_ad/33\34_3_37_5_va.mov,./stim/processed_extracts/audio/33/34_3_37_5_audio.wav,M9,F11,34,37,3,5,fake_ad,M,10,h,h,4,True,33
284,20,2023-12-01 12:35:31.574505,13,21,f/m,21,2,va,./stim/processed_extracts/fake_ad/53\47_2_49_3_va.mov,./stim/processed_extracts/audio/53/47_2_49_3_audio.wav,F13,M15,47,49,2,3,fake_ad,F,7,h,h,3,True,53
285,21,2023-12-01 12:35:31.574505,13,21,f/m,22,2,va,./stim/processed_extracts/true/5\2_va.mov,./stim/processed_extracts/audio/5/2_audio.wav,M3,F1,5,5,2,2,TRUE,M,15,g,h,4,False,5
286,22,2023-12-01 12:35:31.574505,13,21,f/m,23,2,va,./stim/processed_extracts/true/37\4_va.mov,./stim/processed_extracts/audio/37/4_audio.wav,M10,F11,37,37,4,4,TRUE,M,7,g,g,4,True,37
287,23,2023-12-01 12:35:31.575493,13,21,f/m,24,2,va,./stim/processed_extracts/fake/54\2_6_va.mov,./stim/processed_extracts/audio/54/2_6_audio.wav,F15,M13,54,54,6,2,fake_wd,F,9,h,h,3,True,54
288,24,2023-12-01 12:35:31.575493,13,21,f/m,25,2,va,./stim/processed_extracts/true/48\5_va.mov,./stim/processed_extracts/audio/48/5_audio.wav,M14,F13,48,48,5,5,TRUE,M,12,g,g,3,True,48
289,25,2023-12-01 12:35:31.575493,13,21,f/m,26,2,va,./stim/processed_extracts/true/5\1_va.mov,./stim/processed_extracts/audio/5/1_audio.wav,F1,M3,5,5,1,1,TRUE,F,19,g,g,4,True,5
290,26,2023-12-01 12:35:31.575493,13,21,f/m,27,2,va,./stim/processed_extracts/true/39\1_va.mov,./stim/processed_extracts/audio/39/1_audio.wav,M12,F9,39,39,1,1,TRUE,M,7,g,g,4,True,39
291,27,2023-12-01 12:35:31.575493,13,21,f/m,28,2,va,./stim/processed_extracts/fake/6\4_5_va.mov,./stim/processed_extracts/audio/6/4_5_audio.wav,F3,M1,6,6,5,4,fake_wd,F,10,h,h,4,True,6
292,28,2023-12-01 12:35:31.575493,13,21,f/m,29,2,va,./stim/processed_extracts/fake/60\4_6_va.mov,./stim/processed_extracts/audio/60/4_6_audio.wav,M16,F15,60,60,4,6,fake_wd,M,9,h,h,4,True,60
293,29,2023-12-01 12:35:31.575493,13,21,f/m,30,2,va,./stim/processed_extracts/true/58\5_va.mov,./stim/processed_extracts/audio/58/5_audio.wav,F15,M15,58,58,5,5,TRUE,F,10,g,h,3,False,58
294,30,2023-12-01 12:35:31.575493,13,21,f/m,31,2,va,./stim/processed_extracts/true/55\1_va.mov,./stim/processed_extracts/audio/55/1_audio.wav,F15,M14,55,55,1,1,TRUE,F,14,g,h,2,False,55
295,31,2023-12-01 12:35:31.575493,13,21,f/m,32,2,va,./stim/processed_extracts/fake_ad/4\10_1_11_3_va.mov,./stim/processed_extracts/audio/4/10_1_11_3_audio.wav,M2,F2,11,10,3,1,fake_ad,M,11,h,g,2,False,4
296,32,2023-12-01 12:35:31.575493,13,21,f/m,33,2,va,./stim/processed_extracts/true/1\3_va.mov,./stim/processed_extracts/audio/1/3_audio.wav,F1,M1,1,1,3,3,TRUE,F,26,g,g,3,True,1
297,33,2023-12-01 12:35:31.575493,13,21,f/m,34,2,va,./stim/processed_extracts/true/19\1_va.mov,./stim/processed_extracts/audio/19/1_audio.wav,M6,F6,19,19,1,1,TRUE,M,7,g,g,3,True,19
298,34,2023-12-01 12:35:31.575493,13,21,f/m,35,2,va,./stim/processed_extracts/true/27\1_va.mov,./stim/processed_extracts/audio/27/1_audio.wav,F7,M7,27,27,1,1,TRUE,F,8,g,g,2,True,27
299,35,2023-12-01 12:35:31.575493,13,21,f/m,36,2,va,./stim/processed_extracts/fake_ad/6\3_5_7_4_va.mov,./stim/processed_extracts/audio/6/3_5_7_4_audio.wav,M1,F3,3,7,5,4,fake_ad,M,6,h,g,4,False,6
300,36,2023-12-01 12:35:31.575493,13,21,f/m,37,2,va,./stim/processed_extracts/true/13\6_va.mov,./stim/processed_extracts/audio/13/6_audio.wav,F4,M3,13,13,6,6,TRUE,F,18,g,g,4,True,13
301,37,2023-12-01 12:35:31.575493,13,21,f/m,38,2,va,./stim/processed_extracts/true/40\2_va.mov,./stim/processed_extracts/audio/40/2_audio.wav,F10,M10,40,40,2,2,TRUE,F,12,g,g,1,True,40
302,38,2023-12-01 12:35:31.575493,13,21,f/m,39,2,va,./stim/processed_extracts/fake/56\2_3_va.mov,./stim/processed_extracts/audio/56/2_3_audio.wav,F13,M16,56,56,2,3,fake_wd,F,11,h,g,4,False,56
303,39,2023-12-01 12:35:31.575493,13,21,f/m,40,2,va,./stim/processed_extracts/true/13\2_va.mov,./stim/processed_extracts/audio/13/2_audio.wav,F4,M3,13,13,2,2,TRUE,F,12,g,h,4,False,13
304,40,2023-12-01 12:35:31.575493,13,21,f/m,41,2,va,./stim/processed_extracts/fake_ad/22\19_3_23_2_va.mov,./stim/processed_extracts/audio/22/19_3_23_2_audio.wav,M6,F7,19,23,3,2,fake_ad,M,11,h,h,4,True,22
305,41,2023-12-01 12:35:31.576507,13,21,f/m,42,2,va,./stim/processed_extracts/true/44\2_va.mov,./stim/processed_extracts/audio/44/2_audio.wav,F10,M12,44,44,2,2,TRUE,F,12,g,g,1,True,44
306,42,2023-12-01 12:35:31.576507,13,21,f/m,43,2,va,./stim/processed_extracts/fake_ad/44\42_1_43_1_va.mov,./stim/processed_extracts/audio/44/42_1_43_1_audio.wav,M12,F10,42,43,1,1,fake_ad,M,11,h,g,2,False,44
307,43,2023-12-01 12:35:31.576507,13,21,f/m,44,2,va,./stim/processed_extracts/fake/43\3_7_va.mov,./stim/processed_extracts/audio/43/3_7_audio.wav,F10,M11,43,43,3,7,fake_wd,F,11,h,g,3,False,43
308,44,2023-12-01 12:35:31.576507,13,21,f/m,45,2,va,./stim/processed_extracts/true/36\4_va.mov,./stim/processed_extracts/audio/36/4_audio.wav,M11,F8,36,36,4,4,TRUE,M,13,g,g,2,True,36
309,45,2023-12-01 12:35:31.576507,13,21,f/m,46,2,va,./stim/processed_extracts/fake_ad/39\35_7_44_1_va.mov,./stim/processed_extracts/audio/39/35_7_44_1_audio.wav,F9,M12,35,44,7,1,fake_ad,F,8,h,g,4,False,39
310,46,2023-12-01 12:35:31.576507,13,21,f/m,47,2,va,./stim/processed_extracts/fake_ad/14\5_7_6_2_va.mov,./stim/processed_extracts/audio/14/5_7_6_2_audio.wav,F3,M3,6,5,2,7,fake_ad,F,8,h,h,2,True,14
311,47,2023-12-01 12:35:31.576507,13,21,f/m,48,2,va,./stim/processed_extracts/true/48\8_va.mov,./stim/processed_extracts/audio/48/8_audio.wav,M14,F13,48,48,8,8,TRUE,M,8,g,g,4,True,48
312,48,2023-12-01 12:35:31.576507,13,21,f/m,49,2,va,./stim/processed_extracts/fake_ad/32\30_1_31_6_va.mov,./stim/processed_extracts/audio/32/30_1_31_6_audio.wav,F9,M10,30,31,1,6,fake_ad,F,9,h,g,3,False,32
313,49,2023-12-01 12:35:31.576507,13,21,f/m,50,2,va,./stim/processed_extracts/true/45\3_va.mov,./stim/processed_extracts/audio/45/3_audio.wav,M13,F12,45,45,3,3,TRUE,M,7,g,h,3,False,45
314,50,2023-12-01 12:35:31.576507,13,21,f/m,51,2,va,./stim/processed_extracts/true/19\4_va.mov,./stim/processed_extracts/audio/19/4_audio.wav,F6,M6,19,19,4,4,TRUE,F,10,g,g,4,True,19
315,51,2023-12-01 12:35:31.576507,13,21,f/m,52,2,va,./stim/processed_extracts/fake/27\2_4_va.mov,./stim/processed_extracts/audio/27/2_4_audio.wav,M7,F7,27,27,2,4,fake_wd,M,8,h,g,2,False,27
316,52,2023-12-01 12:35:31.576507,13,21,f/m,53,2,va,./stim/processed_extracts/fake_ad/21\18_2_25_1_va.mov,./stim/processed_extracts/audio/21/18_2_25_1_audio.wav,M7,F5,25,18,1,2,fake_ad,M,8,h,g,4,False,21
317,53,2023-12-01 12:35:31.576507,13,21,f/m,54,2,va,./stim/processed_extracts/fake/3\1_6_va.mov,./stim/processed_extracts/audio/3/1_6_audio.wav,M1,F2,3,3,1,6,fake_wd,M,7,h,h,3,True,3
318,54,2023-12-01 12:35:31.576507,13,21,f/m,55,2,va,./stim/processed_extracts/fake/31\5_9_va.mov,./stim/processed_extracts/audio/31/5_9_audio.wav,F8,M10,31,31,9,5,fake_wd,F,8,h,h,4,True,31
319,55,2023-12-01 12:35:31.576507,13,21,f/m,56,2,va,./stim/processed_extracts/true/53\1_va.mov,./stim/processed_extracts/audio/53/1_audio.wav,F13,M15,53,53,1,1,TRUE,F,7,g,g,2,True,53
320,56,2023-12-01 12:35:31.576507,13,21,f/m,57,2,va,./stim/processed_extracts/fake_ad/43\35_4_40_3_va.mov,./stim/processed_extracts/audio/43/35_4_40_3_audio.wav,F10,M11,40,35,3,4,fake_ad,F,13,h,h,4,True,43
321,57,2023-12-01 12:35:31.577506,13,21,f/m,58,2,va,./stim/processed_extracts/fake/4\3_9_va.mov,./stim/processed_extracts/audio/4/3_9_audio.wav,M2,F2,4,4,9,3,fake_wd,M,11,h,h,3,True,4
322,58,2023-12-01 12:35:31.577506,13,21,f/m,59,2,va,./stim/processed_extracts/true/4\7_va.mov,./stim/processed_extracts/audio/4/7_audio.wav,F2,M2,4,4,7,7,TRUE,F,19,g,g,4,True,4
323,59,2023-12-01 12:35:31.577506,13,21,f/m,60,2,va,./stim/processed_extracts/fake_ad/45\46_1_47_1_va.mov,./stim/processed_extracts/audio/45/46_1_47_1_audio.wav,F12,M13,46,47,1,1,fake_ad,F,10,h,h,4,True,45
324,60,2023-12-01 12:35:31.577506,13,21,f/m,61,2,va,./stim/processed_extracts/true/14\2_va.mov,./stim/processed_extracts/audio/14/2_audio.wav,M3,F3,14,14,2,2,TRUE,M,7,g,g,3,True,14
325,61,2023-12-01 12:35:31.577506,13,21,f/m,62,2,va,./stim/processed_extracts/true/47\3_va.mov,./stim/processed_extracts/audio/47/3_audio.wav,F13,M13,47,47,3,3,TRUE,F,9,g,h,3,False,47
326,62,2023-12-01 12:35:31.577506,13,21,f/m,63,2,va,./stim/processed_extracts/fake/11\5_6_va.mov,./stim/processed_extracts/audio/11/5_6_audio.wav,F4,M2,11,11,6,5,fake_wd,F,7,h,g,1,False,11
327,63,2023-12-01 12:35:31.577506,13,21,f/m,64,2,va,./stim/processed_extracts/true/11\9_va.mov,./stim/processed_extracts/audio/11/9_audio.wav,F4,M2,11,11,9,9,TRUE,F,19,g,g,4,True,11
328,64,2023-12-01 12:35:31.577506,13,21,f/m,65,2,va,./stim/processed_extracts/fake_ad/23\18_5_22_1_va.mov,./stim/processed_extracts/audio/23/18_5_22_1_audio.wav,F7,M5,22,18,1,5,fake_ad,F,6,h,h,1,True,23
329,65,2023-12-01 12:35:31.577506,13,21,f/m,66,2,va,./stim/processed_extracts/fake/53\3_4_va.mov,./stim/processed_extracts/audio/53/3_4_audio.wav,M15,F13,53,53,3,4,fake_wd,M,13,h,g,3,False,53
330,0,2023-12-08 13:18:59.088902,14,21,m,1,1,va,./stim/processed_extracts/true/38\4_va.mov,./stim/processed_extracts/audio/38/4_audio.wav,M12,F8,38,38,4,4,TRUE,M,16,g,g,2,True,38
331,1,2023-12-08 13:18:59.088902,14,21,m,2,1,va,./stim/processed_extracts/true/49\1_va.mov,./stim/processed_extracts/audio/49/1_audio.wav,F12,M15,49,49,1,1,TRUE,F,9,g,g,3,True,49
332,2,2023-12-08 13:18:59.088902,14,21,m,3,1,va,./stim/processed_extracts/fake_ad/10\4_8_8_6_va.mov,./stim/processed_extracts/audio/10/4_8_8_6_audio.wav,F2,M4,4,8,8,6,fake_ad,F,11,h,h,2,True,10
333,3,2023-12-08 13:18:59.088902,14,21,m,4,1,va,./stim/processed_extracts/fake/13\1_4_va.mov,./stim/processed_extracts/audio/13/1_4_audio.wav,M3,F4,13,13,4,1,fake_wd,M,14,h,g,3,False,13
334,4,2023-12-08 13:18:59.088902,14,21,m,5,1,va,./stim/processed_extracts/true/48\5_va.mov,./stim/processed_extracts/audio/48/5_audio.wav,M14,F13,48,48,5,5,TRUE,M,12,g,h,2,False,48
335,5,2023-12-08 13:18:59.089901,14,21,m,6,1,va,./stim/processed_extracts/true/60\1_va.mov,./stim/processed_extracts/audio/60/1_audio.wav,M16,F15,60,60,1,1,TRUE,M,6,g,h,3,False,60
336,6,2023-12-08 13:18:59.089901,14,21,m,7,1,va,./stim/processed_extracts/fake/4\3_9_va.mov,./stim/processed_extracts/audio/4/3_9_audio.wav,M2,F2,4,4,9,3,fake_wd,M,11,h,h,4,True,4
337,7,2023-12-08 13:18:59.089901,14,21,m,8,1,va,./stim/processed_extracts/true/4\4_va.mov,./stim/processed_extracts/audio/4/4_audio.wav,M2,F2,4,4,4,4,TRUE,M,7,g,h,2,False,4
338,8,2023-12-08 13:18:59.089901,14,21,m,9,1,va,./stim/processed_extracts/fake/14\1_5_va.mov,./stim/processed_extracts/audio/14/1_5_audio.wav,M3,F3,14,14,1,5,fake_wd,M,8,h,g,3,False,14
339,9,2023-12-08 13:18:59.089901,14,21,m,10,1,va,./stim/processed_extracts/fake_ad/41\36_5_42_2_va.mov,./stim/processed_extracts/audio/41/36_5_42_2_audio.wav,M11,F11,36,42,5,2,fake_ad,M,12,h,g,3,False,41
340,10,2023-12-08 13:18:59.089901,14,21,m,11,1,va,./stim/processed_extracts/true/37\4_va.mov,./stim/processed_extracts/audio/37/4_audio.wav,M10,F11,37,37,4,4,TRUE,M,7,g,g,1,True,37
341,11,2023-12-08 13:18:59.089901,14,21,m,12,1,va,./stim/processed_extracts/true/46\2_va.mov,./stim/processed_extracts/audio/46/2_audio.wav,F12,M14,46,46,2,2,TRUE,F,8,g,g,3,True,46
342,12,2023-12-08 13:18:59.089901,14,21,m,13,1,va,./stim/processed_extracts/true/27\3_va.mov,./stim/processed_extracts/audio/27/3_audio.wav,M7,F7,27,27,3,3,TRUE,M,11,g,g,4,True,27
343,13,2023-12-08 13:18:59.089901,14,21,m,14,1,va,./stim/processed_extracts/fake/34\2_6_va.mov,./stim/processed_extracts/audio/34/2_6_audio.wav,F10,M9,34,34,6,2,fake_wd,F,9,h,g,2,False,34
344,14,2023-12-08 13:18:59.089901,14,21,m,15,1,va,./stim/processed_extracts/fake_ad/44\42_1_43_1_va.mov,./stim/processed_extracts/audio/44/42_1_43_1_audio.wav,M12,F10,42,43,1,1,fake_ad,M,11,h,h,2,True,44
345,15,2023-12-08 13:18:59.089901,14,21,m,16,1,va,./stim/processed_extracts/true/34\5_va.mov,./stim/processed_extracts/audio/34/5_audio.wav,F10,M9,34,34,5,5,TRUE,F,16,g,g,4,True,34
346,16,2023-12-08 13:18:59.089901,14,21,m,17,1,va,./stim/processed_extracts/fake/11\5_6_va.mov,./stim/processed_extracts/audio/11/5_6_audio.wav,F4,M2,11,11,6,5,fake_wd,F,7,h,h,1,True,11
347,17,2023-12-08 13:18:59.089901,14,21,m,18,1,va,./stim/processed_extracts/fake/45\2_4_va.mov,./stim/processed_extracts/audio/45/2_4_audio.wav,F12,M13,45,45,4,2,fake_wd,F,9,h,h,4,True,45
348,18,2023-12-08 13:18:59.089901,14,21,m,19,1,va,./stim/processed_extracts/true/36\4_va.mov,./stim/processed_extracts/audio/36/4_audio.wav,M11,F8,36,36,4,4,TRUE,M,13,g,g,3,True,36
349,19,2023-12-08 13:18:59.089901,14,21,m,20,1,va,./stim/processed_extracts/true/32\3_va.mov,./stim/processed_extracts/audio/32/3_audio.wav,F9,M10,32,32,3,3,TRUE,F,11,g,g,1,True,32
350,20,2023-12-08 13:18:59.089901,14,21,m,21,1,va,./stim/processed_extracts/true/2\1_va.mov,./stim/processed_extracts/audio/2/1_audio.wav,M2,F1,2,2,1,1,TRUE,M,11,g,h,4,False,2
351,21,2023-12-08 13:18:59.089901,14,21,m,22,1,va,./stim/processed_extracts/true/27\1_va.mov,./stim/processed_extracts/audio/27/1_audio.wav,F7,M7,27,27,1,1,TRUE,F,8,g,g,3,True,27
352,22,2023-12-08 13:18:59.090888,14,21,m,23,1,va,./stim/processed_extracts/fake/10\3_6_va.mov,./stim/processed_extracts/audio/10/3_6_audio.wav,M4,F2,10,10,3,6,fake_wd,M,6,h,g,2,False,10
353,23,2023-12-08 13:18:59.090888,14,21,m,24,1,va,./stim/processed_extracts/true/55\6_va.mov,./stim/processed_extracts/audio/55/6_audio.wav,M14,F15,55,55,6,6,TRUE,M,9,g,g,2,True,55
354,24,2023-12-08 13:18:59.090888,14,21,m,25,1,va,./stim/processed_extracts/true/10\5_va.mov,./stim/processed_extracts/audio/10/5_audio.wav,F2,M4,10,10,5,5,TRUE,F,12,g,g,4,True,10
355,25,2023-12-08 13:18:59.090888,14,21,m,26,1,va,./stim/processed_extracts/fake_ad/11\12_4_15_4_va.mov,./stim/processed_extracts/audio/11/12_4_15_4_audio.wav,M2,F4,15,12,4,4,fake_ad,M,11,h,g,2,False,11
356,26,2023-12-08 13:18:59.090888,14,21,m,27,1,va,./stim/processed_extracts/true/8\1_va.mov,./stim/processed_extracts/audio/8/1_audio.wav,M4,F4,8,8,1,1,TRUE,M,7,g,h,1,False,8
357,27,2023-12-08 13:18:59.090888,14,21,m,28,1,va,./stim/processed_extracts/fake_ad/8\10_2_13_5_va.mov,./stim/processed_extracts/audio/8/10_2_13_5_audio.wav,M4,F4,10,13,2,5,fake_ad,M,7,h,h,3,True,8
358,28,2023-12-08 13:18:59.090888,14,21,m,29,1,va,./stim/processed_extracts/true/39\1_va.mov,./stim/processed_extracts/audio/39/1_audio.wav,M12,F9,39,39,1,1,TRUE,M,7,g,g,3,True,39
359,29,2023-12-08 13:18:59.090888,14,21,m,30,1,va,./stim/processed_extracts/fake_ad/45\46_1_47_1_va.mov,./stim/processed_extracts/audio/45/46_1_47_1_audio.wav,F12,M13,46,47,1,1,fake_ad,F,10,h,h,4,True,45
360,30,2023-12-08 13:18:59.090888,14,21,m,31,1,va,./stim/processed_extracts/true/5\5_va.mov,./stim/processed_extracts/audio/5/5_audio.wav,M3,F1,5,5,5,5,TRUE,M,7,g,g,3,True,5
361,31,2023-12-08 13:18:59.090888,14,21,m,32,1,va,./stim/processed_extracts/true/14\3_va.mov,./stim/processed_extracts/audio/14/3_audio.wav,M3,F3,14,14,3,3,TRUE,M,15,g,g,3,True,14
362,32,2023-12-08 13:18:59.090888,14,21,m,33,1,va,./stim/processed_extracts/true/47\3_va.mov,./stim/processed_extracts/audio/47/3_audio.wav,F13,M13,47,47,3,3,TRUE,F,9,g,h,1,False,47
363,33,2023-12-08 13:18:59.090888,14,21,m,34,1,va,./stim/processed_extracts/fake/56\2_3_va.mov,./stim/processed_extracts/audio/56/2_3_audio.wav,F13,M16,56,56,2,3,fake_wd,F,11,h,g,2,False,56
364,34,2023-12-08 13:18:59.090888,14,21,m,35,1,va,./stim/processed_extracts/fake/37\2_6_va.mov,./stim/processed_extracts/audio/37/2_6_audio.wav,M10,F11,37,37,6,2,fake_wd,M,12,h,h,3,True,37
365,35,2023-12-08 13:18:59.090888,14,21,m,36,1,va,./stim/processed_extracts/fake/24\1_2_va.mov,./stim/processed_extracts/audio/24/1_2_audio.wav,M8,F5,24,24,2,1,fake_wd,M,7,h,g,2,False,24
366,36,2023-12-08 13:18:59.090888,14,21,m,37,1,va,./stim/processed_extracts/true/13\2_va.mov,./stim/processed_extracts/audio/13/2_audio.wav,F4,M3,13,13,2,2,TRUE,F,12,g,g,2,True,13
367,37,2023-12-08 13:18:59.090888,14,21,m,38,1,va,./stim/processed_extracts/true/12\3_va.mov,./stim/processed_extracts/audio/12/3_audio.wav,F4,M1,12,12,3,3,TRUE,F,13,g,g,4,True,12
368,38,2023-12-08 13:18:59.090888,14,21,m,39,1,va,./stim/processed_extracts/true/52\3_va.mov,./stim/processed_extracts/audio/52/3_audio.wav,M16,F12,52,52,3,3,TRUE,M,10,g,g,3,True,52
369,39,2023-12-08 13:18:59.090888,14,21,m,40,1,va,./stim/processed_extracts/fake/55\4_7_va.mov,./stim/processed_extracts/audio/55/4_7_audio.wav,M14,F15,55,55,4,7,fake_wd,M,12,h,h,3,True,55
370,40,2023-12-08 13:18:59.091900,14,21,m,41,1,va,./stim/processed_extracts/fake_ad/19\17_2_25_2_va.mov,./stim/processed_extracts/audio/19/17_2_25_2_audio.wav,M6,F6,17,25,2,2,fake_ad,M,10,h,h,3,True,19
371,41,2023-12-08 13:18:59.091900,14,21,m,42,1,va,./stim/processed_extracts/true/11\9_va.mov,./stim/processed_extracts/audio/11/9_audio.wav,F4,M2,11,11,9,9,TRUE,F,19,g,g,3,True,11
372,42,2023-12-08 13:18:59.091900,14,21,m,43,1,va,./stim/processed_extracts/fake_ad/30\34_4_35_6_va.mov,./stim/processed_extracts/audio/30/34_4_35_6_audio.wav,F9,M9,35,34,6,4,fake_ad,F,9,h,h,4,True,30
373,43,2023-12-08 13:18:59.091900,14,21,m,44,1,va,./stim/processed_extracts/true/43\4_va.mov,./stim/processed_extracts/audio/43/4_audio.wav,M11,F10,43,43,4,4,TRUE,M,8,g,g,3,True,43
374,44,2023-12-08 13:18:59.091900,14,21,m,45,1,va,./stim/processed_extracts/fake/38\3_5_va.mov,./stim/processed_extracts/audio/38/3_5_audio.wav,F8,M12,38,38,3,5,fake_wd,F,9,h,h,4,True,38
375,45,2023-12-08 13:18:59.091900,14,21,m,46,1,va,./stim/processed_extracts/fake_ad/14\5_7_6_2_va.mov,./stim/processed_extracts/audio/14/5_7_6_2_audio.wav,F3,M3,6,5,2,7,fake_ad,F,8,h,h,3,True,14
376,46,2023-12-08 13:18:59.091900,14,21,m,47,1,va,./stim/processed_extracts/fake_ad/39\35_7_44_1_va.mov,./stim/processed_extracts/audio/39/35_7_44_1_audio.wav,F9,M12,35,44,7,1,fake_ad,F,8,h,h,4,True,39
377,47,2023-12-08 13:18:59.091900,14,21,m,48,1,va,./stim/processed_extracts/fake/4\1_6_va.mov,./stim/processed_extracts/audio/4/1_6_audio.wav,M2,F2,4,4,1,6,fake_wd,M,6,h,h,2,True,4
378,48,2023-12-08 13:18:59.091900,14,21,m,49,1,va,./stim/processed_extracts/fake_ad/38\36_2_39_2_va.mov,./stim/processed_extracts/audio/38/36_2_39_2_audio.wav,M12,F8,39,36,2,2,fake_ad,M,8,h,g,2,False,38
