,trial,condition,listener_au,duration,dyad,times_presented,model_performance,subject_accuracy,confidence,genuineness
519,./stim/processed_extracts/true/12\3_va.mov,true,AU24,13,12,7,0.13003100515805138,0.42857142857142855,3.142857142857143,0.42857142857142855
520,./stim/processed_extracts/true/13\2_va.mov,true,AU24,12,13,10,0.21382345378453385,0.5,2.4,0.5
521,./stim/processed_extracts/true/13\6_va.mov,true,AU24,18,13,6,0.053069471855826916,1.0,3.0,1.0
522,./stim/processed_extracts/true/14\2_va.mov,true,AU24,7,14,5,0.6604072650390946,0.4,2.6,0.4
523,./stim/processed_extracts/true/14\3_va.mov,true,AU24,15,14,8,0.2718084364944906,0.625,3.375,0.625
524,./stim/processed_extracts/true/15\1_va.mov,true,AU24,8,15,6,0.12026677881346055,0.5,3.3333333333333335,0.5
525,./stim/processed_extracts/true/15\2_va.mov,true,AU24,13,15,6,0.0708614490663936,1.0,2.8333333333333335,1.0
526,./stim/processed_extracts/true/16\3_va.mov,true,AU24,6,16,6,-0.052743942209505804,0.8333333333333334,2.3333333333333335,0.8333333333333334
527,./stim/processed_extracts/true/16\4_va.mov,true,AU24,7,16,10,0.055871567195856627,0.4,2.3,0.4
528,./stim/processed_extracts/true/18\4_va.mov,true,AU24,9,18,5,0.018356379136002837,0.4,2.8,0.4
529,./stim/processed_extracts/true/19\1_va.mov,true,AU24,7,19,9,-0.25700739143985757,0.5555555555555556,3.111111111111111,0.5555555555555556
530,./stim/processed_extracts/true/19\4_va.mov,true,AU24,10,19,7,-0.1802786523287746,1.0,3.2857142857142856,1.0
531,./stim/processed_extracts/true/21\2_va.mov,true,AU24,15,21,8,-0.00763504969900635,0.25,2.375,0.25
532,./stim/processed_extracts/true/21\3_va.mov,true,AU24,13,21,6,-0.06272800961784683,1.0,4.0,1.0
533,./stim/processed_extracts/true/22\2_va.mov,true,AU24,8,22,7,-0.03662937512077992,0.8571428571428571,2.4285714285714284,0.8571428571428571
534,./stim/processed_extracts/true/23\1_va.mov,true,AU24,9,23,3,-0.3511546510467021,0.0,2.0,0.0
535,./stim/processed_extracts/true/23\3_va.mov,true,AU24,7,23,4,-0.14914894615639704,0.5,1.5,0.5
536,./stim/processed_extracts/true/24\3_va.mov,true,AU24,10,24,6,-0.38224470069124833,0.6666666666666666,2.1666666666666665,0.6666666666666666
537,./stim/processed_extracts/true/24\4_va.mov,true,AU24,8,24,7,-0.398533379760517,0.42857142857142855,2.5714285714285716,0.42857142857142855
538,./stim/processed_extracts/true/24\5_va.mov,true,AU24,8,24,2,-0.1709110155158194,1.0,2.5,1.0
539,./stim/processed_extracts/true/26\4_va.mov,true,AU24,10,26,5,0.10971490829580914,0.6,2.4,0.6
540,./stim/processed_extracts/true/26\6_va.mov,true,AU24,7,26,6,0.6435515720085352,0.5,3.0,0.5
541,./stim/processed_extracts/true/27\1_va.mov,true,AU24,8,27,4,-0.11433389748257339,0.75,2.25,0.75
542,./stim/processed_extracts/true/27\3_va.mov,true,AU24,11,27,7,0.08802396167506454,0.7142857142857143,3.0,0.7142857142857143
543,./stim/processed_extracts/true/28\1_va.mov,true,AU24,8,28,6,-0.020365198250841786,0.6666666666666666,3.3333333333333335,0.6666666666666666
544,./stim/processed_extracts/true/28\3_va.mov,true,AU24,6,28,6,0.2619041440729052,0.6666666666666666,1.6666666666666667,0.6666666666666666
545,./stim/processed_extracts/true/29\1_va.mov,true,AU24,6,29,5,0.13022045357080048,0.8,2.0,0.8
546,./stim/processed_extracts/true/30\3_va.mov,true,AU24,13,30,6,-0.01985835640156539,1.0,2.1666666666666665,1.0
547,./stim/processed_extracts/true/31\3_va.mov,true,AU24,9,31,5,0.27130016519244987,0.6,3.0,0.6
548,./stim/processed_extracts/true/31\7_va.mov,true,AU24,10,31,6,-0.03275515946170551,1.0,3.0,1.0
549,./stim/processed_extracts/true/31\8_va.mov,true,AU24,10,31,3,0.1612072468690499,0.6666666666666666,2.6666666666666665,0.6666666666666666
550,./stim/processed_extracts/true/32\1_va.mov,true,AU24,14,32,7,-0.05470114609457546,0.8571428571428571,2.2857142857142856,0.8571428571428571
551,./stim/processed_extracts/true/32\3_va.mov,true,AU24,11,32,9,0.007635823866541822,0.7777777777777778,2.2222222222222223,0.7777777777777778
552,./stim/processed_extracts/true/34\5_va.mov,true,AU24,16,34,9,-0.07569699275041504,1.0,3.111111111111111,1.0
553,./stim/processed_extracts/true/34\7_va.mov,true,AU24,9,34,4,0.06379425074980934,0.25,2.0,0.25
554,./stim/processed_extracts/true/35\2_va.mov,true,AU24,9,35,5,0.16228428711113357,0.8,3.0,0.8
555,./stim/processed_extracts/true/35\5_va.mov,true,AU24,7,35,4,0.1555751204585946,0.75,2.5,0.75
556,./stim/processed_extracts/true/36\3_va.mov,true,AU24,9,36,6,0.05448503667099165,0.16666666666666666,3.1666666666666665,0.16666666666666666
557,./stim/processed_extracts/true/36\4_va.mov,true,AU24,13,36,6,0.29033512159407276,0.5,2.5,0.5
558,./stim/processed_extracts/true/37\1_va.mov,true,AU24,6,37,8,-0.14747447635555477,0.625,3.0,0.625
559,./stim/processed_extracts/true/37\4_va.mov,true,AU24,7,37,5,-0.4075498853511122,0.6,2.6,0.6
560,./stim/processed_extracts/true/38\4_va.mov,true,AU24,16,38,5,0.32808416689104103,1.0,2.8,1.0
561,./stim/processed_extracts/true/39\1_va.mov,true,AU24,7,39,6,0.1391982255926137,1.0,3.1666666666666665,1.0
562,./stim/processed_extracts/true/39\3_va.mov,true,AU24,10,39,5,0.028573278142655225,1.0,3.2,1.0
563,./stim/processed_extracts/true/40\1_va.mov,true,AU24,7,40,4,0.20135632970111852,0.5,2.5,0.5
564,./stim/processed_extracts/true/40\2_va.mov,true,AU24,12,40,9,-0.026561435292488028,0.6666666666666666,2.0,0.6666666666666666
565,./stim/processed_extracts/true/40\4_va.mov,true,AU24,15,40,5,0.14518094322269967,0.8,2.8,0.8
566,./stim/processed_extracts/true/41\1_va.mov,true,AU24,9,41,6,0.14424752643507283,0.5,2.5,0.5
567,./stim/processed_extracts/true/42\5_va.mov,true,AU24,13,42,6,-0.0570455007468774,0.8333333333333334,3.3333333333333335,0.8333333333333334
568,./stim/processed_extracts/true/43\2_va.mov,true,AU24,7,43,5,0.1633791115476713,1.0,3.2,1.0
569,./stim/processed_extracts/true/43\4_va.mov,true,AU24,8,43,8,-0.43640997529173087,0.875,2.875,0.875
570,./stim/processed_extracts/true/43\6_va.mov,true,AU24,7,43,4,0.12946055136247592,1.0,2.75,1.0
571,./stim/processed_extracts/true/44\2_va.mov,true,AU24,12,44,11,0.07862173423023001,0.5454545454545454,2.272727272727273,0.5454545454545454
572,./stim/processed_extracts/true/44\3_va.mov,true,AU24,8,44,4,-0.2821829520982161,0.75,2.75,0.75
573,./stim/processed_extracts/true/45\3_va.mov,true,AU24,7,45,8,-0.21405856752103217,0.125,2.75,0.125
574,./stim/processed_extracts/true/46\2_va.mov,true,AU24,8,46,5,0.19711710489224574,0.4,2.8,0.4
575,./stim/processed_extracts/true/47\3_va.mov,true,AU24,9,47,5,0.1994549121016009,0.2,1.8,0.2
576,./stim/processed_extracts/true/47\7_va.mov,true,AU24,13,47,5,0.2639643245507508,0.8,2.8,0.8
577,./stim/processed_extracts/true/48\5_va.mov,true,AU24,12,48,9,0.12447783750371036,0.5555555555555556,2.4444444444444446,0.5555555555555556
578,./stim/processed_extracts/true/48\8_va.mov,true,AU24,8,48,7,0.35369568436775717,0.42857142857142855,3.2857142857142856,0.42857142857142855
579,./stim/processed_extracts/true/49\1_va.mov,true,AU24,9,49,6,0.021038738727557606,0.6666666666666666,2.3333333333333335,0.6666666666666666
580,./stim/processed_extracts/true/50\1_va.mov,true,AU24,8,50,5,0.31104861001959866,0.4,2.4,0.4
581,./stim/processed_extracts/true/51\3_va.mov,true,AU24,7,51,8,0.3820821935158208,0.5,2.0,0.5
582,./stim/processed_extracts/true/52\2_va.mov,true,AU24,10,52,5,-0.3052409884696227,0.6,2.6,0.6
583,./stim/processed_extracts/true/52\3_va.mov,true,AU24,10,52,8,-0.02786499213787988,0.75,2.5,0.75
584,./stim/processed_extracts/true/53\1_va.mov,true,AU24,7,53,4,-0.35158342841192497,0.75,2.0,0.75
585,./stim/processed_extracts/true/53\2_va.mov,true,AU24,11,53,9,0.1395255827886225,0.7777777777777778,2.5555555555555554,0.7777777777777778
586,./stim/processed_extracts/true/54\1_va.mov,true,AU24,7,54,4,0.19720170344495658,0.5,2.5,0.5
587,./stim/processed_extracts/true/54\3_va.mov,true,AU24,10,54,4,-0.2759570514135243,0.75,3.0,0.75
588,./stim/processed_extracts/true/54\5_va.mov,true,AU24,8,54,4,0.058604757708721006,0.0,2.5,0.0
589,./stim/processed_extracts/true/55\1_va.mov,true,AU24,14,55,8,0.032097861916980455,0.25,2.375,0.25
590,./stim/processed_extracts/true/55\6_va.mov,true,AU24,9,55,8,0.12371794075192064,0.625,2.25,0.625
591,./stim/processed_extracts/true/56\1_va.mov,true,AU24,7,56,7,-0.15897495568717074,0.7142857142857143,2.4285714285714284,0.7142857142857143
592,./stim/processed_extracts/true/57\1_va.mov,true,AU24,11,57,3,-0.14996830104606862,1.0,2.6666666666666665,1.0
593,./stim/processed_extracts/true/57\3_va.mov,true,AU24,13,57,6,0.10236570941198936,0.8333333333333334,2.6666666666666665,0.8333333333333334
594,./stim/processed_extracts/true/58\3_va.mov,true,AU24,9,58,4,0.20008007906711248,0.75,2.5,0.75
595,./stim/processed_extracts/true/58\5_va.mov,true,AU24,10,58,4,0.10695593595761092,0.25,2.75,0.25
596,./stim/processed_extracts/true/59\1_va.mov,true,AU24,9,59,6,-0.13344110110595034,0.6666666666666666,2.1666666666666665,0.6666666666666666
597,./stim/processed_extracts/true/59\3_va.mov,true,AU24,10,59,4,0.10896142079587312,0.75,2.5,0.75
598,./stim/processed_extracts/true/60\1_va.mov,true,AU24,6,60,6,-0.15586917964022218,0.3333333333333333,2.3333333333333335,0.3333333333333333
599,./stim/processed_extracts/true/60\5_va.mov,true,AU24,14,60,3,0.2192756651893013,1.0,3.0,1.0
600,./stim/processed_extracts/true/1\3_va.mov,true,AU25,26,1,6,0.16278930927291688,1.0,3.3333333333333335,1.0
601,./stim/processed_extracts/true/2\1_va.mov,true,AU25,11,2,6,0.18919676392917678,0.3333333333333333,3.5,0.3333333333333333
602,./stim/processed_extracts/true/3\2_va.mov,true,AU25,15,3,5,0.4370968538024865,0.8,3.2,0.8
603,./stim/processed_extracts/true/3\7_va.mov,true,AU25,7,3,5,-0.5255807669511899,0.4,3.2,0.4
604,./stim/processed_extracts/true/4\4_va.mov,true,AU25,7,4,7,0.25292233826794813,0.7142857142857143,2.4285714285714284,0.7142857142857143
605,./stim/processed_extracts/true/4\7_va.mov,true,AU25,19,4,5,0.15596870075679897,0.8,3.4,0.8
606,./stim/processed_extracts/true/5\1_va.mov,true,AU25,19,5,4,0.23781993263879295,1.0,3.0,1.0
607,./stim/processed_extracts/true/5\2_va.mov,true,AU25,15,5,4,-0.11873631757666644,0.5,3.25,0.5
608,./stim/processed_extracts/true/5\5_va.mov,true,AU25,7,5,5,-0.28010076606934287,0.6,2.4,0.6
609,./stim/processed_extracts/true/6\3_va.mov,true,AU25,23,6,2,0.1137872251550577,1.0,4.0,1.0
610,./stim/processed_extracts/true/7\3_va.mov,true,AU25,7,7,9,-0.1578227767075279,0.7777777777777778,2.7777777777777777,0.7777777777777778
611,./stim/processed_extracts/true/8\1_va.mov,true,AU25,7,8,7,0.2309245961585554,0.42857142857142855,2.142857142857143,0.42857142857142855
612,./stim/processed_extracts/true/8\3_va.mov,true,AU25,5,8,5,0.163222091840813,0.6,1.8,0.6
613,./stim/processed_extracts/true/9\2_va.mov,true,AU25,6,9,8,-0.22167291383697596,1.0,3.625,1.0
614,./stim/processed_extracts/true/10\5_va.mov,true,AU25,12,10,9,-0.06183172762435702,0.4444444444444444,2.5555555555555554,0.4444444444444444
615,./stim/processed_extracts/true/11\7_va.mov,true,AU25,22,11,8,-0.12664134141300673,0.875,3.25,0.875
616,./stim/processed_extracts/true/11\8_va.mov,true,AU25,24,11,5,0.12462050327688876,0.4,2.8,0.4
617,./stim/processed_extracts/true/11\9_va.mov,true,AU25,19,11,6,0.03708823322003141,0.6666666666666666,3.3333333333333335,0.6666666666666666
618,./stim/processed_extracts/true/12\1_va.mov,true,AU25,8,12,5,-0.567075162142729,0.6,2.8,0.6
619,./stim/processed_extracts/true/12\3_va.mov,true,AU25,13,12,7,0.23962717199942313,0.42857142857142855,3.142857142857143,0.42857142857142855
620,./stim/processed_extracts/true/13\2_va.mov,true,AU25,12,13,10,0.47990625550803306,0.5,2.4,0.5
621,./stim/processed_extracts/true/13\6_va.mov,true,AU25,18,13,6,-0.09160473515538073,1.0,3.0,1.0
622,./stim/processed_extracts/true/14\2_va.mov,true,AU25,7,14,5,0.4618124324694827,0.4,2.6,0.4
623,./stim/processed_extracts/true/14\3_va.mov,true,AU25,15,14,8,0.012910249055924267,0.625,3.375,0.625
624,./stim/processed_extracts/true/15\1_va.mov,true,AU25,8,15,6,0.20227051434266777,0.5,3.3333333333333335,0.5
625,./stim/processed_extracts/true/15\2_va.mov,true,AU25,13,15,6,0.07959304759132528,1.0,2.8333333333333335,1.0
626,./stim/processed_extracts/true/16\3_va.mov,true,AU25,6,16,6,-0.14924994581154197,0.8333333333333334,2.3333333333333335,0.8333333333333334
627,./stim/processed_extracts/true/16\4_va.mov,true,AU25,7,16,10,-0.08740439979974504,0.4,2.3,0.4
628,./stim/processed_extracts/true/18\4_va.mov,true,AU25,9,18,5,0.07171588587740695,0.4,2.8,0.4
629,./stim/processed_extracts/true/19\1_va.mov,true,AU25,7,19,9,0.2921761997862149,0.5555555555555556,3.111111111111111,0.5555555555555556
630,./stim/processed_extracts/true/19\4_va.mov,true,AU25,10,19,7,0.13511801357834594,1.0,3.2857142857142856,1.0
631,./stim/processed_extracts/true/21\2_va.mov,true,AU25,15,21,8,-0.6316709591497555,0.25,2.375,0.25
632,./stim/processed_extracts/true/21\3_va.mov,true,AU25,13,21,6,0.14312428717771153,1.0,4.0,1.0
633,./stim/processed_extracts/true/22\2_va.mov,true,AU25,8,22,7,0.1482816623350955,0.8571428571428571,2.4285714285714284,0.8571428571428571
634,./stim/processed_extracts/true/23\1_va.mov,true,AU25,9,23,3,0.00392729137591645,0.0,2.0,0.0
635,./stim/processed_extracts/true/23\3_va.mov,true,AU25,7,23,4,0.1065224506251345,0.5,1.5,0.5
636,./stim/processed_extracts/true/24\3_va.mov,true,AU25,10,24,6,0.2074840914751103,0.6666666666666666,2.1666666666666665,0.6666666666666666
637,./stim/processed_extracts/true/24\4_va.mov,true,AU25,8,24,7,0.1461146126853503,0.42857142857142855,2.5714285714285716,0.42857142857142855
638,./stim/processed_extracts/true/24\5_va.mov,true,AU25,8,24,2,0.1434973678476227,1.0,2.5,1.0
639,./stim/processed_extracts/true/26\4_va.mov,true,AU25,10,26,5,0.11495750710421927,0.6,2.4,0.6
640,./stim/processed_extracts/true/26\6_va.mov,true,AU25,7,26,6,-0.15423419677385328,0.5,3.0,0.5
641,./stim/processed_extracts/true/27\1_va.mov,true,AU25,8,27,4,-0.02025766585055004,0.75,2.25,0.75
642,./stim/processed_extracts/true/27\3_va.mov,true,AU25,11,27,7,-0.19422256364104779,0.7142857142857143,3.0,0.7142857142857143
643,./stim/processed_extracts/true/28\1_va.mov,true,AU25,8,28,6,0.11407849995256161,0.6666666666666666,3.3333333333333335,0.6666666666666666
644,./stim/processed_extracts/true/28\3_va.mov,true,AU25,6,28,6,0.5968474532255177,0.6666666666666666,1.6666666666666667,0.6666666666666666
645,./stim/processed_extracts/true/29\1_va.mov,true,AU25,6,29,5,0.4396118574173153,0.8,2.0,0.8
646,./stim/processed_extracts/true/30\3_va.mov,true,AU25,13,30,6,0.01255118106016411,1.0,2.1666666666666665,1.0
647,./stim/processed_extracts/true/31\3_va.mov,true,AU25,9,31,5,0.08484488779811519,0.6,3.0,0.6
648,./stim/processed_extracts/true/31\7_va.mov,true,AU25,10,31,6,0.08914725506460994,1.0,3.0,1.0
649,./stim/processed_extracts/true/31\8_va.mov,true,AU25,10,31,3,0.07470311894849437,0.6666666666666666,2.6666666666666665,0.6666666666666666
650,./stim/processed_extracts/true/32\1_va.mov,true,AU25,14,32,7,0.14546104762320683,0.8571428571428571,2.2857142857142856,0.8571428571428571
651,./stim/processed_extracts/true/32\3_va.mov,true,AU25,11,32,9,-0.03694255926995613,0.7777777777777778,2.2222222222222223,0.7777777777777778
652,./stim/processed_extracts/true/34\5_va.mov,true,AU25,16,34,9,-0.14007309512342295,1.0,3.111111111111111,1.0
653,./stim/processed_extracts/true/34\7_va.mov,true,AU25,9,34,4,-0.3233881219044925,0.25,2.0,0.25
654,./stim/processed_extracts/true/35\2_va.mov,true,AU25,9,35,5,0.25792491282428315,0.8,3.0,0.8
655,./stim/processed_extracts/true/35\5_va.mov,true,AU25,7,35,4,-0.20920445588142136,0.75,2.5,0.75
656,./stim/processed_extracts/true/36\3_va.mov,true,AU25,9,36,6,0.3329802932126906,0.16666666666666666,3.1666666666666665,0.16666666666666666
657,./stim/processed_extracts/true/36\4_va.mov,true,AU25,13,36,6,0.08756025922692881,0.5,2.5,0.5
658,./stim/processed_extracts/true/37\1_va.mov,true,AU25,6,37,8,-0.2911567999578293,0.625,3.0,0.625
659,./stim/processed_extracts/true/37\4_va.mov,true,AU25,7,37,5,0.1329386060611737,0.6,2.6,0.6
660,./stim/processed_extracts/true/38\4_va.mov,true,AU25,16,38,5,0.26743367052425476,1.0,2.8,1.0
661,./stim/processed_extracts/true/39\1_va.mov,true,AU25,7,39,6,-0.38480783211733255,1.0,3.1666666666666665,1.0
662,./stim/processed_extracts/true/39\3_va.mov,true,AU25,10,39,5,0.20220062981279183,1.0,3.2,1.0
663,./stim/processed_extracts/true/40\1_va.mov,true,AU25,7,40,4,-0.1314375068263797,0.5,2.5,0.5
664,./stim/processed_extracts/true/40\2_va.mov,true,AU25,12,40,9,0.2151615237373192,0.6666666666666666,2.0,0.6666666666666666
665,./stim/processed_extracts/true/40\4_va.mov,true,AU25,15,40,5,0.19489648877280935,0.8,2.8,0.8
666,./stim/processed_extracts/true/41\1_va.mov,true,AU25,9,41,6,-0.14643279386583588,0.5,2.5,0.5
667,./stim/processed_extracts/true/42\5_va.mov,true,AU25,13,42,6,0.006926880605762385,0.8333333333333334,3.3333333333333335,0.8333333333333334
668,./stim/processed_extracts/true/43\2_va.mov,true,AU25,7,43,5,0.09597783551477519,1.0,3.2,1.0
669,./stim/processed_extracts/true/43\4_va.mov,true,AU25,8,43,8,0.31887739901101414,0.875,2.875,0.875
670,./stim/processed_extracts/true/43\6_va.mov,true,AU25,7,43,4,0.2692670116056623,1.0,2.75,1.0
671,./stim/processed_extracts/true/44\2_va.mov,true,AU25,12,44,11,0.02099169118699396,0.5454545454545454,2.272727272727273,0.5454545454545454
672,./stim/processed_extracts/true/44\3_va.mov,true,AU25,8,44,4,0.5438552332734138,0.75,2.75,0.75
673,./stim/processed_extracts/true/45\3_va.mov,true,AU25,7,45,8,-0.08222738114782212,0.125,2.75,0.125
674,./stim/processed_extracts/true/46\2_va.mov,true,AU25,8,46,5,0.2152444118688435,0.4,2.8,0.4
675,./stim/processed_extracts/true/47\3_va.mov,true,AU25,9,47,5,0.34966407161754975,0.2,1.8,0.2
676,./stim/processed_extracts/true/47\7_va.mov,true,AU25,13,47,5,0.09886385443033752,0.8,2.8,0.8
677,./stim/processed_extracts/true/48\5_va.mov,true,AU25,12,48,9,0.2730886728002088,0.5555555555555556,2.4444444444444446,0.5555555555555556
678,./stim/processed_extracts/true/48\8_va.mov,true,AU25,8,48,7,-0.12590632182300462,0.42857142857142855,3.2857142857142856,0.42857142857142855
679,./stim/processed_extracts/true/49\1_va.mov,true,AU25,9,49,6,-0.14171900827598366,0.6666666666666666,2.3333333333333335,0.6666666666666666
680,./stim/processed_extracts/true/50\1_va.mov,true,AU25,8,50,5,-0.2950845526364612,0.4,2.4,0.4
681,./stim/processed_extracts/true/51\3_va.mov,true,AU25,7,51,8,0.41608511912186696,0.5,2.0,0.5
682,./stim/processed_extracts/true/52\2_va.mov,true,AU25,10,52,5,0.05869151416910371,0.6,2.6,0.6
683,./stim/processed_extracts/true/52\3_va.mov,true,AU25,10,52,8,0.424811460325628,0.75,2.5,0.75
684,./stim/processed_extracts/true/53\1_va.mov,true,AU25,7,53,4,-0.3501234786226589,0.75,2.0,0.75
685,./stim/processed_extracts/true/53\2_va.mov,true,AU25,11,53,9,0.2433927650177592,0.7777777777777778,2.5555555555555554,0.7777777777777778
686,./stim/processed_extracts/true/54\1_va.mov,true,AU25,7,54,4,-0.09387726561972641,0.5,2.5,0.5
687,./stim/processed_extracts/true/54\3_va.mov,true,AU25,10,54,4,-0.2316316994586556,0.75,3.0,0.75
688,./stim/processed_extracts/true/54\5_va.mov,true,AU25,8,54,4,-0.3280444275917061,0.0,2.5,0.0
689,./stim/processed_extracts/true/55\1_va.mov,true,AU25,14,55,8,-0.01077947945685402,0.25,2.375,0.25
690,./stim/processed_extracts/true/55\6_va.mov,true,AU25,9,55,8,-0.10219928756568046,0.625,2.25,0.625
691,./stim/processed_extracts/true/56\1_va.mov,true,AU25,7,56,7,0.25659198484963325,0.7142857142857143,2.4285714285714284,0.7142857142857143
692,./stim/processed_extracts/true/57\1_va.mov,true,AU25,11,57,3,0.19245476645056322,1.0,2.6666666666666665,1.0
693,./stim/processed_extracts/true/57\3_va.mov,true,AU25,13,57,6,-0.031913559746965116,0.8333333333333334,2.6666666666666665,0.8333333333333334
694,./stim/processed_extracts/true/58\3_va.mov,true,AU25,9,58,4,-0.1645995134788051,0.75,2.5,0.75
695,./stim/processed_extracts/true/58\5_va.mov,true,AU25,10,58,4,0.3044817874457321,0.25,2.75,0.25
696,./stim/processed_extracts/true/59\1_va.mov,true,AU25,9,59,6,-0.062239375311734964,0.6666666666666666,2.1666666666666665,0.6666666666666666
697,./stim/processed_extracts/true/59\3_va.mov,true,AU25,10,59,4,-0.14878663408111434,0.75,2.5,0.75
698,./stim/processed_extracts/true/60\1_va.mov,true,AU25,6,60,6,0.41451611176059505,0.3333333333333333,2.3333333333333335,0.3333333333333333
699,./stim/processed_extracts/true/60\5_va.mov,true,AU25,14,60,3,0.11895949131132112,1.0,3.0,1.0
700,./stim/processed_extracts/true/1\3_va.mov,true,AU26,26,1,6,0.13999313129571328,1.0,3.3333333333333335,1.0
701,./stim/processed_extracts/true/2\1_va.mov,true,AU26,11,2,6,0.3542795634758481,0.3333333333333333,3.5,0.3333333333333333
702,./stim/processed_extracts/true/3\2_va.mov,true,AU26,15,3,5,0.30608799575597384,0.8,3.2,0.8
703,./stim/processed_extracts/true/3\7_va.mov,true,AU26,7,3,5,-0.10241445692057603,0.4,3.2,0.4
704,./stim/processed_extracts/true/4\4_va.mov,true,AU26,7,4,7,-0.1824125649737412,0.7142857142857143,2.4285714285714284,0.7142857142857143
705,./stim/processed_extracts/true/4\7_va.mov,true,AU26,19,4,5,0.2593381724608084,0.8,3.4,0.8
706,./stim/processed_extracts/true/5\1_va.mov,true,AU26,19,5,4,-0.043538871854176694,1.0,3.0,1.0
707,./stim/processed_extracts/true/5\2_va.mov,true,AU26,15,5,4,0.5647589033608533,0.5,3.25,0.5
708,./stim/processed_extracts/true/5\5_va.mov,true,AU26,7,5,5,0.48162890883235177,0.6,2.4,0.6
709,./stim/processed_extracts/true/6\3_va.mov,true,AU26,23,6,2,-0.05904649779940292,1.0,4.0,1.0
710,./stim/processed_extracts/true/7\3_va.mov,true,AU26,7,7,9,0.1871241010577058,0.7777777777777778,2.7777777777777777,0.7777777777777778
711,./stim/processed_extracts/true/8\1_va.mov,true,AU26,7,8,7,-0.006477132517787145,0.42857142857142855,2.142857142857143,0.42857142857142855
712,./stim/processed_extracts/true/8\3_va.mov,true,AU26,5,8,5,0.338570516415636,0.6,1.8,0.6
713,./stim/processed_extracts/true/9\2_va.mov,true,AU26,6,9,8,0.2176252173013453,1.0,3.625,1.0
714,./stim/processed_extracts/true/10\5_va.mov,true,AU26,12,10,9,-0.28468111506126687,0.4444444444444444,2.5555555555555554,0.4444444444444444
715,./stim/processed_extracts/true/11\7_va.mov,true,AU26,22,11,8,0.22984139224345043,0.875,3.25,0.875
716,./stim/processed_extracts/true/11\8_va.mov,true,AU26,24,11,5,0.1318288503209844,0.4,2.8,0.4
717,./stim/processed_extracts/true/11\9_va.mov,true,AU26,19,11,6,0.12051480803218279,0.6666666666666666,3.3333333333333335,0.6666666666666666
718,./stim/processed_extracts/true/12\1_va.mov,true,AU26,8,12,5,-0.036895395002174494,0.6,2.8,0.6
719,./stim/processed_extracts/true/12\3_va.mov,true,AU26,13,12,7,0.07776378722534133,0.42857142857142855,3.142857142857143,0.42857142857142855
720,./stim/processed_extracts/true/13\2_va.mov,true,AU26,12,13,10,-0.15842165319476054,0.5,2.4,0.5
721,./stim/processed_extracts/true/13\6_va.mov,true,AU26,18,13,6,0.2912565143185264,1.0,3.0,1.0
722,./stim/processed_extracts/true/14\2_va.mov,true,AU26,7,14,5,0.4547368923025974,0.4,2.6,0.4
723,./stim/processed_extracts/true/14\3_va.mov,true,AU26,15,14,8,-0.10648454732406881,0.625,3.375,0.625
724,./stim/processed_extracts/true/15\1_va.mov,true,AU26,8,15,6,-0.07584966258856686,0.5,3.3333333333333335,0.5
725,./stim/processed_extracts/true/15\2_va.mov,true,AU26,13,15,6,0.07579563017995021,1.0,2.8333333333333335,1.0
726,./stim/processed_extracts/true/16\3_va.mov,true,AU26,6,16,6,0.1973328754597412,0.8333333333333334,2.3333333333333335,0.8333333333333334
727,./stim/processed_extracts/true/16\4_va.mov,true,AU26,7,16,10,-0.3140914077626515,0.4,2.3,0.4
728,./stim/processed_extracts/true/18\4_va.mov,true,AU26,9,18,5,-0.09544797456736501,0.4,2.8,0.4
729,./stim/processed_extracts/true/19\1_va.mov,true,AU26,7,19,9,-0.07772953355368653,0.5555555555555556,3.111111111111111,0.5555555555555556
730,./stim/processed_extracts/true/19\4_va.mov,true,AU26,10,19,7,0.25087487832789807,1.0,3.2857142857142856,1.0
731,./stim/processed_extracts/true/21\2_va.mov,true,AU26,15,21,8,0.2588363706111421,0.25,2.375,0.25
732,./stim/processed_extracts/true/21\3_va.mov,true,AU26,13,21,6,-0.2548159419590394,1.0,4.0,1.0
733,./stim/processed_extracts/true/22\2_va.mov,true,AU26,8,22,7,0.06888426428154991,0.8571428571428571,2.4285714285714284,0.8571428571428571
734,./stim/processed_extracts/true/23\1_va.mov,true,AU26,9,23,3,-0.06140056557503519,0.0,2.0,0.0
735,./stim/processed_extracts/true/23\3_va.mov,true,AU26,7,23,4,-0.0026544947876838017,0.5,1.5,0.5
736,./stim/processed_extracts/true/24\3_va.mov,true,AU26,10,24,6,-0.07936090373055206,0.6666666666666666,2.1666666666666665,0.6666666666666666
737,./stim/processed_extracts/true/24\4_va.mov,true,AU26,8,24,7,0.4286662831562088,0.42857142857142855,2.5714285714285716,0.42857142857142855
738,./stim/processed_extracts/true/24\5_va.mov,true,AU26,8,24,2,-0.4549282387222123,1.0,2.5,1.0
739,./stim/processed_extracts/true/26\4_va.mov,true,AU26,10,26,5,0.08603958677651295,0.6,2.4,0.6
740,./stim/processed_extracts/true/26\6_va.mov,true,AU26,7,26,6,0.5530153936367154,0.5,3.0,0.5
741,./stim/processed_extracts/true/27\1_va.mov,true,AU26,8,27,4,-0.21721119712431708,0.75,2.25,0.75
742,./stim/processed_extracts/true/27\3_va.mov,true,AU26,11,27,7,0.14606549984287967,0.7142857142857143,3.0,0.7142857142857143
