,Unnamed: 0,SpeakerDyad,ListenerDyad,SpeakerExtract,ListenerExtract,SpeakerID,ListenerID,VideoPath,AudioPath,Condition,Modality,SpeakerSex,Duration,DisplayedDyad
195,585,60,48,2,7,F15,M14,./stim/processed_extracts/fake_ad/55\48_7_60_2_va.mov,./stim/processed_extracts/audio/55/48_7_60_2_audio.wav,fake_ad,va,F,11,55
188,564,56,45,4,1,F13,M13,./stim/processed_extracts/fake_ad/47\45_1_56_4_va.mov,./stim/processed_extracts/audio/47/45_1_56_4_audio.wav,fake_ad,va,F,9,47
192,576,55,50,5,2,M14,F14,./stim/processed_extracts/fake_ad/51\50_2_55_5_va.mov,./stim/processed_extracts/audio/51/50_2_55_5_audio.wav,fake_ad,va,M,14,51
168,504,22,18,1,5,F7,M5,./stim/processed_extracts/fake_ad/23\18_5_22_1_va.mov,./stim/processed_extracts/audio/23/18_5_22_1_audio.wav,fake_ad,va,F,6,23
159,477,6,11,6,4,M1,F4,./stim/processed_extracts/fake_ad/12\6_6_11_4_va.mov,./stim/processed_extracts/audio/12/6_6_11_4_audio.wav,fake_ad,va,M,11,12
166,498,25,18,1,2,M7,F5,./stim/processed_extracts/fake_ad/21\18_2_25_1_va.mov,./stim/processed_extracts/audio/21/18_2_25_1_audio.wav,fake_ad,va,M,8,21
161,483,6,5,2,7,F3,M3,./stim/processed_extracts/fake_ad/14\5_7_6_2_va.mov,./stim/processed_extracts/audio/14/5_7_6_2_audio.wav,fake_ad,va,F,8,14
180,540,35,44,7,1,F9,M12,./stim/processed_extracts/fake_ad/39\35_7_44_1_va.mov,./stim/processed_extracts/audio/39/35_7_44_1_audio.wav,fake_ad,va,F,8,39
176,528,33,40,1,6,M9,F10,./stim/processed_extracts/fake_ad/34\33_1_40_6_va.mov,./stim/processed_extracts/audio/34/33_1_40_6_audio.wav,fake_ad,va,M,9,34
191,573,54,51,4,1,M13,F14,./stim/processed_extracts/fake_ad/50\51_1_54_4_va.mov,./stim/processed_extracts/audio/50/51_1_54_4_audio.wav,fake_ad,va,M,8,50
162,486,4,14,2,4,M2,F3,./stim/processed_extracts/fake_ad/15\4_2_14_4_va.mov,./stim/processed_extracts/audio/15/4_2_14_4_audio.wav,fake_ad,va,M,9,15
193,579,46,56,3,5,F12,M16,./stim/processed_extracts/fake_ad/52\46_3_56_5_va.mov,./stim/processed_extracts/audio/52/46_3_56_5_audio.wav,fake_ad,va,F,12,52
177,531,41,38,2,2,M11,F8,./stim/processed_extracts/fake_ad/36\38_2_41_2_va.mov,./stim/processed_extracts/audio/36/38_2_41_2_audio.wav,fake_ad,va,M,10,36
183,549,38,37,1,3,M12,F11,./stim/processed_extracts/fake_ad/42\37_3_38_1_va.mov,./stim/processed_extracts/audio/42/37_3_38_1_audio.wav,fake_ad,va,M,8,42
194,582,47,49,2,3,F13,M15,./stim/processed_extracts/fake_ad/53\47_2_49_3_va.mov,./stim/processed_extracts/audio/53/47_2_49_3_audio.wav,fake_ad,va,F,7,53
163,489,10,13,4,3,F2,M3,./stim/processed_extracts/fake_ad/16\10_4_13_3_va.mov,./stim/processed_extracts/audio/16/10_4_13_3_audio.wav,fake_ad,va,F,8,16
147,441,55,55,4,7,M14,F15,./stim/processed_extracts/fake/55\4_7_va.mov,./stim/processed_extracts/audio/55/4_7_audio.wav,fake_wd,va,M,12,55
139,417,47,47,6,5,F13,M13,./stim/processed_extracts/fake/47\5_6_va.mov,./stim/processed_extracts/audio/47/5_6_audio.wav,fake_wd,va,F,12,47
116,348,14,14,1,5,M3,F3,./stim/processed_extracts/fake/14\1_5_va.mov,./stim/processed_extracts/audio/14/1_5_audio.wav,fake_wd,va,M,8,14
129,387,34,34,6,2,F10,M9,./stim/processed_extracts/fake/34\2_6_va.mov,./stim/processed_extracts/audio/34/2_6_audio.wav,fake_wd,va,F,9,34
143,429,50,50,3,4,M13,F14,./stim/processed_extracts/fake/50\3_4_va.mov,./stim/processed_extracts/audio/50/3_4_audio.wav,fake_wd,va,M,8,50
117,351,15,15,5,3,M2,F3,./stim/processed_extracts/fake/15\3_5_va.mov,./stim/processed_extracts/audio/15/3_5_audio.wav,fake_wd,va,M,17,15
131,393,36,36,1,6,F8,M11,./stim/processed_extracts/fake/36\1_6_va.mov,./stim/processed_extracts/audio/36/1_6_audio.wav,fake_wd,va,F,8,36
