subj,trial,block,date,stim,stim_order,response,rt,param_index,video_path,condition,duration,dyad,mouth_fit,eye_fit,genuineness,category,block,audio_path
298,0,0,2024-07-30T13:51:58.829Z,12_3_original.mov,0,no,41582,0,./stimuli/original/12_3.mov,true,13,12,0.3155735483651602,-0.04266906465109103,0.42857142857142855,miss,original,./stimuli/audio/12/3_audio.wav
298,1,0,2024-07-30T13:51:58.829Z,3_1_6_original.mov,0,no,3459,0,./stimuli/original/3_1_6.mov,fake,7,3,-0.4642603847610854,0.43942074913705,0.25,cr,original,./stimuli/audio/3/1_6_audio.wav
298,2,0,2024-07-30T13:51:58.829Z,1_2_4_3_3_original.mov,0,yes,1466,0,./stimuli/original/1_2_4_3_3.mov,fake,10,1,-0.3042674796373409,0.2984003203761494,0.3333333333333333,cr,original,./stimuli/audio/1/2_4_3_3_audio.wav
298,3,0,2024-07-30T13:51:58.829Z,36_3_original.mov,0,yes,28896,0,./stimuli/original/36_3.mov,true,9,36,0.329614763427785,-0.023430414005525233,0.16666666666666666,miss,original,./stimuli/audio/36/3_audio.wav
298,4,0,2024-07-30T13:51:58.829Z,56_2_3_original.mov,0,yes,3678,0,./stimuli/original/56_2_3.mov,fake,11,56,0.5087935566381222,-0.06663988578182624,0.75,fa,original,./stimuli/audio/56/2_3_audio.wav
298,5,0,2024-07-30T13:51:58.829Z,54_2_6_original.mov,0,yes,2372,0,./stimuli/original/54_2_6.mov,fake,9,54,-0.29618043652047055,0.3949913972066293,0.25,cr,original,./stimuli/audio/54/2_6_audio.wav
298,6,0,2024-07-30T13:51:58.829Z,45_46_1_47_1_original.mov,0,yes,1094,0,./stimuli/original/45_46_1_47_1.mov,fake,10,45,-0.26192066238859296,0.2611161119528825,0.0,cr,original,./stimuli/audio/45/46_1_47_1_audio.wav
298,7,0,2024-07-30T13:51:58.829Z,55_4_7_original.mov,0,no,12192,0,./stimuli/original/55_4_7.mov,fake,12,55,0.07584842753372179,-0.17660186780226106,0.625,fa,original,./stimuli/audio/55/4_7_audio.wav
298,8,0,2024-07-30T13:51:58.829Z,52_3_original.mov,0,no,373,0,./stimuli/original/52_3.mov,true,10,52,0.21043791277346344,0.28058110062308483,0.75,hit,original,./stimuli/audio/52/3_audio.wav
298,9,0,2024-07-30T13:51:58.829Z,57_1_original.mov,0,no,4444,0,./stimuli/original/57_1.mov,true,11,57,0.1901594820910893,0.18849068799535393,1.0,hit,original,./stimuli/audio/57/1_audio.wav
298,10,0,2024-07-30T13:51:58.829Z,4_7_original.mov,0,no,1071,0,./stimuli/original/4_7.mov,true,19,4,0.2384833958602173,0.18368786210514884,0.8,hit,original,./stimuli/audio/4/7_audio.wav
298,11,0,2024-07-30T13:51:58.829Z,2_1_original.mov,0,yes,2265,0,./stimuli/original/2_1.mov,true,11,2,0.19621248210469247,-0.12352679664064495,0.3333333333333333,miss,original,./stimuli/audio/2/1_audio.wav
298,12,0,2024-07-30T13:51:58.829Z,19_17_2_25_2_original.mov,0,yes,563,0,./stimuli/original/19_17_2_25_2.mov,fake,10,19,-0.3062581015621111,0.3018231666755847,0.25,cr,original,./stimuli/audio/19/17_2_25_2_audio.wav
298,13,0,2024-07-30T13:51:58.829Z,47_3_original.mov,0,no,703,0,./stimuli/original/47_3.mov,true,9,47,0.20621953119091913,-0.16083945449198914,0.2,miss,original,./stimuli/audio/47/3_audio.wav
298,14,0,2024-07-30T13:51:58.829Z,45_3_original.mov,0,no,2322,0,./stimuli/original/45_3.mov,true,7,45,0.16889004277659403,0.038899221686994556,0.125,miss,original,./stimuli/audio/45/3_audio.wav
298,15,0,2024-07-30T13:51:58.829Z,28_26_5_27_6_original.mov,0,no,1903,0,./stimuli/original/28_26_5_27_6.mov,fake,7,28,0.14365129216079786,-0.12388720765740559,0.75,fa,original,./stimuli/audio/28/26_5_27_6_audio.wav
298,16,0,2024-07-30T13:51:58.829Z,5_1_original.mov,0,no,1532,0,./stimuli/original/5_1.mov,true,19,5,0.27128235194238964,0.3313292072657651,1.0,hit,original,./stimuli/audio/5/1_audio.wav
298,17,0,2024-07-30T13:51:58.829Z,46_2_original.mov,0,no,726,0,./stimuli/original/46_2.mov,true,8,46,0.22314361077696993,-0.37187593532122043,0.4,miss,original,./stimuli/audio/46/2_audio.wav
